"ID","category","title","country","price","rating","description","vintage","region","varietal","url"
"75363","Dessert","Domaine Schoffit 2007 Clos Saint-Théobald Grand Cru Rangen Sélection de Grains Nobles Larme de Lave Pinot Gris (Alsace)","France","90","95","The nose is still shy but already tells of tender sweetness. The palate has a rounded earthy smoky element that grounds the luscious generous fruit of dried pear and supersweet Reine Claude and mirabelle plums. The sweetness of this SGN is balanced and almost fresh, but the intriguing thing is a kind of smoky, dark and mysterious core of stone.","2007","Alsace","Pinot Gris","https://www.winemag.com/buying-guide/domaine-schoffit-2007-clos-saint-theobald-grand-cru-rangen-selection-de-grains-nobles-larme-de-lave-pinot-gris-alsace/"
"75364","Red","Aberrant Cellars 2014 Gran Moraine Vineyard Pinot Noir (Willamette Valley)","US","45","95","This splendid, resonant, beautifully detailed wine captures everything that is most desirable in the 2014 vintage. Blackberry and black cherry fruit, adorned with a sprinkling of Sumatra coffee beans, rocks on with polished tannins. The pleasing roasted character is just right to power it through a clean, sexy finish. Drink now and on through 2026.","2014","Oregon","Pinot Noir","https://www.winemag.com/buying-guide/aberrant-cellars-2014-gran-moraine-vineyard-pinot-noir-willamette-valley/"
"75365","Red","Abbadia Ardenga 2012 Vigna Piaggia  (Brunello di Montalcino)","Italy","65","95","Here's a delicious red that opens with appealing ripe plum, blue flower, tobacco and baking spice aromas. Velvety tannins and fresh acidity provide structure and balance, while while juicy black cherry, raspberry compote and licorice flavors envelope the palate. Drink 2019–2032.","2012","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/abbadia-ardenga-2012-vigna-piaggia-brunello-di-montalcino/"
"75366","Red","Ramey 2013 Rodgers Creek Vineyard Syrah (Sonoma Coast)","US","75","95","A perennial standout, this Syrah is cofermented with 10% Viognier, all fruit sourced from a site on the western edge of Sonoma Mountain in the cool confines of the Petaluma Gap. Beautiful and bold, it imparts a focused line of blackberry and lavender flavors over a lush backdrop of sizzling acidity and smoked meat scents.","2013","California","Syrah","https://www.winemag.com/buying-guide/ramey-2013-rodgers-creek-vineyard-syrah-sonoma-coast/"
"75367","Red","Domaine de Chevalier 2014  Pessac-Léognan","France","55","95","The wine is powered both by its tannins and by its great fruit. Dark and dense both in the structure and the black-plum flavors, it is very fine wine– juicy and ripe. This is a serious wine with a great future. Drink from 2026.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/domaine-de-chevalier-2014-pessac-leognan/"
"75368","White","Domaine Marcel Deiss 2011 Schoenenbourg Grand Cru White (Alsace)","France","98","95","The lifted nose seems like an amalgam of chalk and dried apples along with lemon zest. The aromas are reminiscent of evolving Riesling but this is not the only grape in this expressive and highly aromatic field blend. While there is distinct residual sweetness on the palate, this has a counterweight in the rich texture of the midpalate. There is something authentic and deeply comforting and satisfying at the core of this wine that says Alsace. It's impossible to put this wine into a box, it needs to be tasted and enjoyed on its very own terms. The finish is medium sweet, totally soil-driven and very, very long. This is an experience rather than a drink. Drink now through 2035.","2011","Alsace","Alsace white blend","https://www.winemag.com/buying-guide/domaine-marcel-deiss-2011-schoenenbourg-grand-cru-white-alsace/"
"75369","Red","Donum 2014 Year of the Horse Single Vineyard Pinot Noir (Russian River Valley)","US","72","95","Seductive and velvety, this concentrated Pinot Noir is richly layered in raspberry cherry cordial, cardamom and cola flavors. Pine and allspice notes contribute a homey spiciness as as the fullness of the wine lingers into a long finish.","2014","California","Pinot Noir","https://www.winemag.com/buying-guide/donum-2014-year-of-the-horse-single-vineyard-pinot-noir-russian-river-valley/"
"75370","Red","Ciacci Piccolomini d'Aragona 2012  Brunello di Montalcino","Italy","70","95","Dark spice, ripe berry, forest floor, Mediterranean brush and new leather aromas lead the nose on this powerfully structured wine. On the full-bodied palate, baking spice, licorice and pipe tobacco notes accent a juicy black cherry core while firm, velvety tannins provide the framework. Drink 2020–2030.","2012","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/ciacci-piccolomini-daragona-2012-brunello-di-montalcino/"
"75371","White","Biecher &amp; Schaal 2015 Kastelberg Grand Cru Riesling (Alsace)","France","30","95","There is something very pure and lifted about this: right now it is so taut that it just says citrus and stone. There is something both ripe and tart, a very lemon-like freshness, with generosity and fruit. There is unusual concentration and for now, while the aromas are still tightly wound, the absolutely stony serious texture is on full display. The purity of this is astonishing and has something authentic and enticing about it. Give this time. Drink 2020–2040.","2015","Alsace","Riesling","https://www.winemag.com/buying-guide/biecher-schaal-2015-kastelberg-grand-cru-riesling-alsace/"
"75372","Red","L'Aietta 2012  Brunello di Montalcino","Italy","75","95","Captivating wild berry, rose, chopped herb and baking spice aromas take center stage in this earthy, stunning wine. The palate mirrors the nose in vibrancy, delivering tight layers of wild cherry, star anise and white pepper notes. Fresh acidity and firm, refined tannins provide a polished framework. It's loaded with finesse and already delicious, but hold for even more complexity. Drink 2020–2032.","2012","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/laietta-2012-brunello-di-montalcino/"
"75373","Red","Vieux Château Mazerat 2014  Saint-Émilion","France","150","95","This powerful ripe wine has firm tannins that are so well integrated. With acidity and with rich black fruit, the wine is concentrated and dense. From a small parcel on the slope of Saint-Emilion, it is a wine to age for many years. Drink from 2026.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/vieux-chateau-mazerat-2014-saint-emilion/"
"75374","Red","Ridolfi 2012 Mercatale  (Brunello di Montalcino)","Italy","120","95","Truffle, leather, forest floor, pipe tobacco and purple flower aromas all come together in this young, balanced Brunello. The palate is taut and chewy, with a nervous tension that offsets its juicy Marasca cherry, raspberry, licorice and clove flavors. Its fresh acidity and polished tannins promise good aging potential. Drink 2020–2032.","2012","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/ridolfi-2012-mercatale-brunello-di-montalcino/"
"75375","Red","Arcadian 2009 Sierra Madre Pinot Noir (Santa Maria Valley)","US","50","95","It's a shame more producers don't hold their Pinot Noirs back longer, for this bottling from Joe Davis reveals so much depth compared to current releases. Raspberry, rose petal, cola and cinnamon stick show on the nose, while the palate offers rounded flavors of dried strawberry, thyme and game. It's all intricately woven by time into something wonderful.","2009","California","Pinot Noir","https://www.winemag.com/buying-guide/arcadian-2009-sierra-madre-pinot-noir-santa-maria-valley/"
"75376","Red","Heartland 2013 One Red (Langhorne Creek)","Australia","95","95","This is a throwback to those brash, flavor-exuding Aussie wines of the past. Flashy, sweet-scented oak (think maple syrup and toasted coconut) marks the nose, while concentrated cassis and vanilla flavors coat the palate. This is big, but gorgeously so, with velvety-rich tannins and a long, plush finish. No, there's nothing subtle about this blend of 60% Cabernet and 40% Shiraz, but sometimes subtlety is overrated. Drink now–2030.","2013","South Australia","Red Blend","https://www.winemag.com/buying-guide/heartland-2013-one-red-langhorne-creek/"
"75377","Red","Château Malartic-Lagravière 2014  Pessac-Léognan","France","60","95","Tight tannins mask the ripe fruit in a wine that is set for long-term aging, so there is a dry core that dominates at the moment. But not for long: the bold black fruits are insistent and are going to be delicious. This is a structured wine that will be ready in 2026.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-malartic-lagraviere-2014-pessac-leognan/"
"75378","Dessert","Château la Tour Blanche 2016 Barrel Sample  (Sauternes)","France",NULL,"95","94–96. Barrel Sample. Structured and concentrated, this is a rich wine that is also fruity and packed with botrytis and acidity. Its texture and tangy edge are impressive and will certainly allow it to age.","2016","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-la-tour-blanche-2016-barrel-sample-sauternes/"
"75379","White","Château de Fieuzal 2016 Barrel Sample  (Pessac-Léognan)","France",NULL,"95","94–96. Barrel Sample. This is a smooth, ripe wine, full of warm fruits and a generous, sophisticated texture. It has balanced acidity and plenty of crispness, while at the same time a pleasant roundness and opulent midpalate. It should age well medium term.","2016","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-de-fieuzal-2016-barrel-sample-pessac-leognan/"
"75380","Red","Ciacci Piccolomini d'Aragona 2012 Vigna di Pianrosso  (Brunello di Montalcino)","Italy","90","95","Ripe black-skinned fruit, underbrush, truffle and dark spice aromas come together in this full-bodied red. The palate is firm and seamless, delivering mature black cherry, raspberry compote, licorice and pipe tobacco flavors with both power and finesse. Tightly knit, polished tannins provide structure. Drink 2022–2032.","2012","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/ciacci-piccolomini-daragona-2012-vigna-di-pianrosso-brunello-di-montalcino/"
"75381","White","Château Smith Haut Lafitte 2016 Barrel Sample  (Pessac-Léognan)","France",NULL,"95","94–96. Barrel Sample. This wine is already beautiful. With spice, great swathes of lemon and crisp apple fruit, it is structured while also immediately appealing in its elegant purity. It will develop over many years; try to wait until 2025.","2016","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-smith-haut-lafitte-2016-barrel-sample-pessac-leognan-264773/"
"75382","White","Biecher &amp; Schaal 2015 Rangen de Thann Grand Cru Riesling (Alsace)","France","50","95","A lovely touch of flint and smoke carry a touch of residual reduction. Underneath that is lemony purity. The palate adds a touch of stone fruit, a touch of ripe mirabelle plum—its generosity only underlined by the taut lemon freshness that pervades the wine. There is something stern and stony at the core, something fundamental and profound. The body is precise, dry and powerful and incredibly moreish. This is lip smacking but has not even started to show itself properly. The finish is clean, stony and lasting. This is one to keep. Drink 2020–2040.","2015","Alsace","Riesling","https://www.winemag.com/buying-guide/biecher-schaal-2015-rangen-de-thann-grand-cru-riesling-alsace/"
"75383","Red","Benovia 2014 Tilton Hill Pinot Noir (Sonoma Coast)","US","60","95","From an estate vineyard planted high atop the Sebastopol Hills near Freestone, this wine impresses from start to finish. It shows unique white pepper and floral aromas, while a seamless texture supports its succulent cranberry and cherry flavors, a long, lingering accent of nutmeg spice rounding out the finish.","2014","California","Pinot Noir","https://www.winemag.com/buying-guide/benovia-2014-tilton-hill-pinot-noir-sonoma-coast/"
"75384","White","Domaine de Chevalier 2016 Barrel Sample  (Pessac-Léognan)","France",NULL,"96","95–97. Barrel Sample. Rich and smooth, this is an impressively structured and concentrated wine. It has pleasant freshness and a crisp lemon flavor, but that is just a small part of this intensely ripe wine. It should last for many years.","2016","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/domaine-de-chevalier-2016-barrel-sample-pessac-leognan/"
"75385","Red","Château Beau-Séjour Bécot 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"96","95–97. Barrel Sample. Minty aromas signal the effect new wood is already having on this wine. The fruit is opulent and ripe, with generous blackberry and plum flavors filling the glass. It will take many years to develop, so drink after 2029.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-beau-sejour-becot-2016-barrel-sample-saint-emilion/"
"75386","Red","Château Trotanoy 2016 Barrel Sample  (Pomerol)","France",NULL,"96","95–97. Barrel Sample. Showing the richness of ripe Merlot in this vintage, this is a superb wine. It has great tannins, ripe and sweet. The generous fruits are full, concentrated and powerful. At the end, the wine has a lift of crispness and freshness. Drink after 15 years.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-trotanoy-2016-barrel-sample-pomerol/"
"75387","Red","Hickinbotham 2013 The Peake Cabernet-Shiraz (McLaren Vale)","Australia","150","96","This is a top example of the classic Australian blend. Cabernet (57%) provides cigar box aromas and elongates the finish, while Shiraz (43%) fills out the midpalate. The combination is full-bodied yet muscular, generous yet firmly structured. Essence of cassis is framed by hints of vanilla and cedar, while the long finish shows off chewy tannins and mouthwatering acids. Drink 2023–2035, and posssibly beyond.","2013","South Australia","Cabernet-Shiraz","https://www.winemag.com/buying-guide/hickinbotham-2013-the-peake-cabernet-shiraz-mclaren-vale/"
"75388","Red","Daou 2013 Soul of a Lion Red (Adelaida District)","US","150","96","This rich, hearty and ultimately lovely blend of 82% Cabernet Sauvignon, 10% Cabernet Franc and 8% Petit Verdot still needs time to open up. When it does, expect dense and pure aromas of blueberry, black currant, graphite and nose-tickling spice. The palate's intense structure, though shy for now, reveals charred beef, coffee, caramel, black cherry and dried rose flavors. Drink 2019–2030.","2013","California","Red Blend","https://www.winemag.com/buying-guide/daou-2013-soul-of-a-lion-cabernet-sauvignon-adelaida-district/"
"75389","Red","Château Duhart-Milon 2016 Barrel Sample  (Pauillac)","France",NULL,"96","95–97. Barrel Sample. This ripe wine is full of great fruit aromas and flavors. Rich, juicy blackberry is combined with intense tannins and ample acidity on the palate. It is a fine summation of the vintage, with opulent fruit that mellows serious tannins. It might seem accessible with all this fruit, but don't be fooled, the wine will need many years.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-duhart-milon-2016-barrel-sample-pauillac/"
"75390","Dessert","Château Rieussec 2016 Barrel Sample  (Sauternes)","France",NULL,"96","95–97. Barrel Sample. Made by the Lafite-Rothschild team, this is a powerfully dense wine. It has intense botrytis and fine acidity, as well as sumptuous ripe marmalade and apricot flavors. This is certainly for long-term aging.","2016","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-rieussec-2016-barrel-sample-sauternes/"
"75391","Red","Château Pape Clément 2016 Barrel Sample  (Pessac-Léognan)","France",NULL,"96","95–97. Barrel Sample. This is a serious, structured wine with fine tannins as well as acidity. There is a depth of flavor in this elegant wine, with black currant fruit and great structure. A wine for the long haul.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-pape-clement-2016-barrel-sample-pessac-leognan-264573/"
"75392","Red","Château la Gaffelière 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"96","95–97. Barrel Sample. This is a firmly structured wine, its tannins dominating the potential of the ripe fruit. It will take many years to develop into the impressive wine that it is sure to become.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-la-gaffeliere-2016-barrel-sample-saint-emilion/"
"75393","Red","Baricci 2012  Brunello di Montalcino","Italy","50","96","Enticing perfumed berry, violet, new leather and a truffle scents emerge in this textbook Brunello. On the savory, full-bodied palate, licorice, clove and chopped herb flavors accent a juicy core of ripe black cherry fruit. Firm, refined tannins provide structure. It's already tempting but hold for even more complexity. Drink 2020–2032.","2012","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/baricci-2012-brunello-di-montalcino/"
"75394","Red","Château Beausejour-Duffau-Lagarrosse 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"96","95–97. Barrel Sample. This small estate, a Premier Grand Cru Classé in Saint-Emilion, is now showing its pedigree. This vintage wine is impressively ripe as well as structured. It has serious tannins that are inextricably wedded to the powerful black fruits. It will last for many years, so hold it until 2029, at least.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-beausejour-duffau-lagarrosse-2016-barrel-sample-saint-emilion/"
"75395","Red","Le Potazzine 2012  Brunello di Montalcino","Italy","85","96","Fresh and full of finesse, this radiant red offers rose, forest floor, woodland berry, new leather and pipe tobacco scents. The palate delivers juicy red cherry, crushed raspberry, wild herb and white pepper notes, finishing on star anise. Taut, refined tannins and bright acidity give it intensity, lift and balance. Give it time to develop to its full potential. Drink 2020–2032.","2012","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/le-potazzine-2012-brunello-di-montalcino/"
"75396","Red","Vieux Château Mazerat 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"96","95–97. Barrel Sample. This is a concentrated, structured wine, with dark tannins and acidity in balance.  Black plum skins and spice show strongly, along with a touch of pepper from the alcohol. It is a big and powerful wine.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/vieux-chateau-mazerat-2016-barrel-sample-saint-emilion/"
"75397","Red","Château Canon la Gaffelière 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"96","95–97. Barrel Sample. Dark and intense, this wine has immense fruit and equally immense tannins. It is powered by its firm structure and concentration. There are hints of firm extraction, although it does not detract from the bold fruits. It should age well for many years.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-canon-la-gaffeliere-2016-barrel-sample-saint-emilion/"
"75398","Red","Château Calon Ségur 2016 Barrel Sample  (Saint-Estèphe)","France",NULL,"96","95–97. Barrel Sample. This wine is dense, packed with fruit and firm tannins. It is a great success, with a strong black-currant character of ripe Cabernet Sauvignon. There is also a perfumed edge from the Cabernet Franc in the blend. This is a wine with enormous potential.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-calon-segur-2016-barrel-sample-saint-estephe/"
"75399","Red","Château Bélair-Monange 2014  Saint-Émilion","France","160","96","With the amalgamation of Château Magdelaine into this one property, the estate is now a considerable 58 acres. The wine is now performing in top gear. Powerful tannins drive the mainly Merlot blend with 10% Cabernet Franc. It still shows signs of the wood aging and these will disappear to leave a richly endowed wine with a fine future. Drink from 2026.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-belair-monange-2014-saint-emilion/"
"75400","Red","Château Durfort-Vivens 2016 Barrel Sample  (Margaux)","France",NULL,"96","95–97. Barrel Sample. Now certified biodynamic, this estate is on a roll. This vintage is very fine, rich and well structured. The dry core is contrasted by black fruit flavors. It is going to be generous and concentrated; there is long-term aging potential here.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-durfort-vivens-2016-barrel-sample-margaux/"
"75401","Red","Château La Conseillante 2016 Barrel Sample  (Pomerol)","France",NULL,"96","95–97. Barrel Sample. This rich, structured wine has ripe tannins and sumptuous black fruit. There is a touch of bitterness from extraction, resulting in dark chocolate flavors. It's powerful, at 14% alcohol by volume, without being excessive.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-la-conseillante-2016-barrel-sample-pomerol/"
"75402","Red","Château Kirwan 2016 Barrel Sample  (Margaux)","France",NULL,"96","95–97. Barrel Sample. This is a dense wine, firm with tannins and packed with fruit. It is dark, concentrated and boasts an impressive balance of tannins and blackberry fruit.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-kirwan-2016-barrel-sample-margaux/"
"75455","Red","Château Giscours 2016 Barrel Sample  (Margaux)","France",NULL,"97","96–98. Barrel Sample. This wine is massive, dense and solid. At the same time, it has style and elegance. The result is that it is ripe, yet perfumed, with ample black fruit and mouthwatering acidity. Cellar at least 12 years.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-giscours-2016-barrel-sample-margaux/"
"75403","Red","Williams Selyem 2014 Lewis MacGregor Estate Vineyard Pinot Noir (Russian River Valley)","US","85","96","This wine shows a high degree of spiciness with a rose petal-like flourish—a stellar first effort from a new estate vineyard along Eastside Road. Brambly raspberry and dark cherry flavors seem brushed by a subtle waft of campfire smoke and molten chocolate, all swirling together in the glass as a lengthy, lively palate framed by acidity.","2014","California","Pinot Noir","https://www.winemag.com/buying-guide/williams-selyem-2014-lewis-macgregor-estate-vineyard-pinot-noir-russian-river-valley/"
"75404","Red","Ken Wright 2014 Abbott Claim Vineyard Pinot Noir (Yamhill-Carlton)","US","63","96","Somehow, in a stellar 2014 lineup, this vineyard designate stands out, as the 2012 did when it was the Wine Enthusiast 2015 wine of the year. Power and precision work in tandem here. The fruit blend conjures up melon, berry, cherry and more, and the oak has the gentlest touch to its presence. There's tremendous midpalate concentration, and the clear sense that this could age for decades. Let's just say drink 2018 through 2030.","2014","Oregon","Pinot Noir","https://www.winemag.com/buying-guide/ken-wright-2014-abbott-claim-vineyard-pinot-noir/"
"75405","Red","Château Valandraud 2014  Saint-Émilion","France","200","96","Here's an impressive wine that is so ripe and with great structure. It is a major wine with a dark complex texture and the finest acidity. The wine is very complete, all the elements in place from the black fruits to the tannins to the hints of wood aging. Now at the top of the tree in Saint-Emilion's classification, the wine will take years to mature. Drink from 2027.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-valandraud-2014-saint-emilion/"
"75406","Red","Château Pavie Macquin 2016 Barrel Sample  (Saint-Émilion)","France",NULL,"96","95–97. Barrel Sample. Fragrant, perfumed and juicy, this is already an attractive wine, though one that has the stuffing to cellar well for many years. The structure is striking and solidly firm. It will be an elegant wine with opulent tendencies.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-pavie-macquin-2016-barrel-sample-saint-emilion/"
"75407","Red","Le Dôme 2014  Saint-Émilion","France","175","96","This almost 100% Cabernet Franc single-vineyard wine is perfumed and ripe. The velvet tannins and ripe black fruits are fine, structured and with enormous potential. The wine is generous, opulent and worthy of serious aging. Drink from 2027.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/le-dome-2014-saint-emilion/"
"75408","White","Domaine Zind-Humbrecht 2014 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace)","France","120","96","What to mention first? A hint of mossy earth, chamomile tisane, Cox Orange Pippin apples or lemon zest? All of these aromas dance on the nose. They are still totally shy on the taut, dry and concentrated palate. For now, it is mossy citrus that is most aromatic while rich fruit still needs to unfurl. This strikes a note of utter purity, of something soaring and bright. Right now this is totally brisk, invigorating and refreshing but its true colors won't show for some time. Drink 2020–2035.","2014","Alsace","Riesling","https://www.winemag.com/buying-guide/domaine-zind-humbrecht-2014-clos-saint-urbain-rangen-de-thann-grand-cru-riesling-alsace/"
"75409","Dessert","Domaine Schoffit 2007 Clos Saint-Théobald Grand Cru Rangen Sélection de Grains Nobles Pinot Gris (Alsace)","France","80","96","Barley sugar, butterscotch, demerara sugar and the faintest hint of maple syrup suggest the richness of this SGN right away. The concentrated sweetness is countered with illuminating freshness and holds tons of tangy spice. Wow. This is incredibly concentrated and has an elixir-like bundled energy that seems to be alive. The effect is both mesmerizing and invigorating.","2007","Alsace","Pinot Gris","https://www.winemag.com/buying-guide/domaine-schoffit-2007-clos-saint-theobald-grand-cru-rangen-selection-de-grains-nobles-pinot-gris-alsace/"
"75410","Red","Alloro 2014 Estate Justina Pinot Noir (Chehalem Mountains)","US","85","96","An extra dollop of toasty oak amplifies the deep black-cherry core. Cedar, pipe tobacco, espresso and dark chocolate highlights wrap around and through the finish. This is a wine with power, precision and exceptional detail. Drink now through the mid-2020s.","2014","Oregon","Pinot Noir","https://www.winemag.com/buying-guide/alloro-2014-estate-justina-pinot-noir-chehalem-mountains/"
"75411","White","Château Malartic-Lagravière 2014  Pessac-Léognan","France","50","96","A tightly coiled rich wine that has great acidity as well as a lively structure. Touched by spice from wood aging as well as intense citrus, it is fruity, firm and strongly textured. Drink this impressive still-young wine from 2022.","2014","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-malartic-lagraviere-2014-pessac-leognan-257624/"
"75412","Red","Château Cheval Blanc 2014  Saint-Émilion","France","475","96","With its high proportion of Cabernet Franc (45%), this is a finely perfumed rich wine. It has great tannins, a smoky character that comes from the wood. The tannins are quite marked, giving a tight firm edge to the wine that otherwise has generous fruitiness. This is a complex wine, impressive, and likely to age over many years. Drink from 2028.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-cheval-blanc-2014-saint-emilion/"
"75413","Red","Château Branaire-Ducru 2016 Barrel Sample  (Saint-Julien)","France",NULL,"96","95–97. Barrel Sample. Superbly ripe and juicy, this is a solid, powerful wine that also is packed with black currant fruits. It is richly structured, concentrated and ready for long-term aging.","2016","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-branaire-ducru-2016-barrel-sample-saint-julien/"
"75414","White","Château Haut-Brion 2016 Barrel Sample  (Pessac-Léognan)","France",NULL,"96","95–97. Barrel Sample. This opulent, rich and generous wine has a fatness to it, which is happily contrasted by lemon acidity from the high proportion of Sauvignon Blanc in the blend. It is ripe and densely fruity, as well as richer and spicier than in some previous years.","2016","Bordeaux","Bordeaux-style White Blend","https://www.winemag.com/buying-guide/chateau-haut-brion-2016-barrel-sample-pessac-leognan/"
"75415","Red","Epoch Estate Wines 2013 Block B Paderewski Vineyard Syrah (Paso Robles)","US","90","96","This wine from Jordan Fiorentini is a stunning study in how to achieve extreme richness with elegance. Deep black cherry, violet, espresso, milk chocolate and vanilla pastry show on the nose. On the palate, chalky, soft tannins bring forth baked blueberry, star anise and clove flavors, with floral tones and acidic lift on the finish.","2013","California","Syrah","https://www.winemag.com/buying-guide/epoch-estate-wines-2013-block-b-paderewski-vineyard-syrah-paso-robles/"
"75416","Red","Château Pontet-Canet 2014  Pauillac","France","110","96","This is a finely structured wine with dark tannins and intense black fruits. The estate, with its biodynamically grown fruit, has given an impressively pure wine, packed with tight serious tannins and a fine structure of black-plum skins and intense acidity. It is direct, firm and with a huge potential over many years. Drink from 2027.","2014","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-pontet-canet-2014-pauillac/"
"75417","Red","Biondi Santi 2012  Brunello di Montalcino","Italy","199","96","Underbrush, ripe berry, new leather and Mediterranean herb aromas slowly take shape in the glass. Showing youthful tension, the vibrant palate delivers red cherry, pomegranate, white pepper and pipe tobacco notes framed by bright acidity and taut, refined tannins. It already shows great balance and finesse but is still young and tight. Drink 2022–2035.","2012","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/biondi-santi-2012-brunello-di-montalcino/"
"75418","Red","Stolo 2014 Estate Syrah (San Luis Obispo County)","US","40","96","This is possibly the most savory rendition of Syrah made on the Central Coast, each vintage as feral as the last. This bottling shows bloody lamb, crushed peppercorn, soy and barnyard elements on the nose. The palate is tense with tarry structure, revealing unusual kelp, stewed peppercorn, black miso and teriyaki flavors.","2014","California","Syrah","https://www.winemag.com/buying-guide/stolo-2014-estate-syrah-san-luis-obispo-county/"
"75419","Red","Marco Abella 2012 El Perer Carignan (Priorat)","Spain","770","96","This single-vineyard Carignan is living proof of how impressive the variety can be, especially when hailing from a top year like 2012. Schisty aromas of blackberry, chocolate and mocha are smooth and alluring. This feels focused, pure and juicy, while dense blackberry, mocha and baking spice flavors tail off with exotic notes of Malabar pepper, toast and the finest black coffee. Drink through 2023.","2012","Catalonia","Carignan","https://www.winemag.com/buying-guide/marco-abella-2012-el-perer-carignan-priorat/"
"75420","Red","Le Chiuse 2012  Brunello di Montalcino","Italy","65","96","Dark-skinned berry, forest floor, pipe tobacco, new leather and balsamic notes float out of the glass. On the elegantly structured palate, taut, polished tannins and vibrant acidity frame ripe red cherry, exotic spice and aromatic herb flavors. A lingering star anise note announces the close. Impeccably balanced and loaded with class, it's still young and needs time to fully develop. Drink 2022–2037.","2012","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/le-chiuse-2012-brunello-di-montalcino/"
"75421","Red","Ken Wright 2014 Bryce Vineyard Pinot Noir (Ribbon Ridge)","US","63","96","This riveting wine displays the exceptional finesse and precision that fruit from this AVA can deliver. It's Pinot Noir expressed in the most subtle and demanding way. Beautifully orchestrated red fruits, sappy acids, lush spices, perfect balance and an immaculate mineral-soaked finish are all on display. Drink 2018 through 2030.","2014","Oregon","Pinot Noir","https://www.winemag.com/buying-guide/ken-wright-2014-bryce-vineyard-pinot-noir-ribbon-ridge/"
"75422","Red","Arista 2014 Pinot Noir (Russian River Valley)","US","54","96","A best-of blend from several of the producer's vineyard sites, this wine explodes in flavor and complexity as though celebrating each site's individual beauty and potential. Black pepper and crisp orange and pomegranate flavors show through its layered and focused texture—a savory package with a seemingly endless finish.","2014","California","Pinot Noir","https://www.winemag.com/buying-guide/arista-2014-pinot-noir-russian-river-valley/"
