"ID","category","title","country","price","rating","description","vintage","region","varietal","url"
"187","White","Schloss Gobelsburg 2016 Tradition Riesling (Kamptal)","Austria","38","96","A flinty hint of reduction plays above juicy Mandarin orange and red apple on the nose, while a zesty, aromatic leafiness adds complexity. The palate brims with ripe citrus zest that makes the mouth water with its feast of Mandarin and tangerine notes. What a lovely, vivid, balanced, zesty and utterly juicy core of fruit shines through. A joy right now but good to last. Drink now–2039.","2016","Kamptal","Riesling","https://www.winemag.com/buying-guide/schloss-gobelsburg-2016-tradition-riesling-kamptal/"
"188","White","Malat 2017 Ried Steinbühel Riesling (Kremstal)","Austria","45","96","Very ripe, very aromatic pear fruit on the nose has a touch of ripe lemon and an wonderfully tempering edge of grapefruit. Juiciness is evident from the start, and the palate presents a joyfully vivid blend of ripe abandon countered by lovely freshness. It is lemony zestiness that wins over on the finish. This is lip-smacking, textured and pithy.","2017","Kremstal","Riesling","https://www.winemag.com/buying-guide/malat-2017-ried-steinbuhel-riesling-kremstal/"
"189","Red","Daou 2015 Soul of a Lion Red (Adelaida District)","US","125","96","Intense aromas of smoke, black currant and crushed purple flowers make for an impressive entry to this blend of 76% Cabernet Sauvignon, 13% Cabernet Franc and 11% Petit Verdot. The palate combines the tang of plum skin and dimpled berries with flavors of peppercorn, violet and gravelly minerality.","2015","California","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/daou-2015-soul-of-a-lion-red-adelaida-district/"
"190","White","Salomon-Undhof 2017 Ried Steiner Kögl Riesling (Kremstal)","Austria","55","96","A floral tinge, reminiscent of honeysuckle, plays around the peach fruit that is so evident on the nose. There also is a hint of candied lemon peel. The palate then adds blood orange zest and juicy pear to the aromatic cosmos. All is grouped around a central shaft of zesty, bright, lemony freshness. The finish is tart, moreish, dry and mouthwatering. Drink until 2038.","2017","Kremstal","Riesling","https://www.winemag.com/buying-guide/salomon-undhof-2017-ried-steiner-kogl-riesling-kremstal/"
"191","White","Wohlmuth 2016 Ried Edelschuh Riesling (Südsteiermark)","Austria",NULL,"96","Lusciously ripe stone fruit, Mirabelle plum and peach on the nose are edged with a tender, greenish freshness of crushed citrus foliage. These heady aromatics continue enticingly on the palate, where lemon balm, tangerine and orange zest have their merry, juicy, seductive way. An edge of lemon zest brings focus and steers this beautifully. This is dry, ripe, juicy and moreish. Drink now–2029.","2016","Südsteiermark","Riesling","https://www.winemag.com/buying-guide/wohlmuth-2016-ried-edelschuh-riesling-sudsteiermark/"
"192","Red","Salcheto 2015 Vecchie Viti del Salco  (Vino Nobile di Montepulciano)","Italy","85","96","Perfumed berry, tilled earth, pressed rose, new leather, cake spice and a balsamic note are just some of the aromas you'll find on this fragrant, delicious red. It's linear, structured and loaded with finesse, delivering ripe Marasca cherry, raspberry compote, licorice and tobacco. Taut refined tannins and fresh acidity provide an age-worthy framework. Drink 2022–2035.","2015","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/salcheto-2015-vecchie-viti-del-salco-vino-nobile-di-montepulciano-307909/"
"193","White","Josef Jamek 2017 Ried Achleiten Smaragd Grüner Veltliner (Wachau)","Austria","48","96","Both ripe pear and golden stone fruit beckon with their sunny juiciness on the nose. The palate then presents a tight, rich core of salty, spicy yeast, miso and pepper tones. The pithy texture and the lemony brightness are ideal counterweights in this compact, concentrated and complex wine.","2017","Wachau","Grüner Veltliner","https://www.winemag.com/buying-guide/josef-jamek-2017-ried-achleiten-smaragd-gruner-veltliner-wachau/"
"194","Red","Daou 2015 Mayote Cabernet Sauvignon-Syrah (Adelaida District)","US","100","96","Always one of the most immediately delicious and powerful wines in the Daou brothers' portfolio, this blend of 42% Cabernet Sauvignon, 42% Syrah and 16% Petit Verdot shows intense black fruit, roasted coffee and charred meat on the nose. It's luxuriously soft yet firmly framed by polished tannins on the palate, where black plum, espresso and caramel flavors dominate.","2015","California","Cabernet Sauvignon-Syrah","https://www.winemag.com/buying-guide/daou-2015-mayote-cabernet-sauvignon-syrah-adelaida-district/"
"195","White","Domäne Wachau 2017 Ried Achleiten Smaragd Riesling (Wachau)","Austria","50","96","Both fresh lemon and crushed lemon leaves on the nose have an air of breezy freshness but underneath the juicy ripeness of Mandarin oranges and ripe clementines shines through. The palate has a juicy softness, despite the zestiness on the midpalate. There even are tropical hints of passion fruit. The freshness is key, but it is softly expressed on the clean, zesty, long and moreish finish. Drink now–2039.","2017","Wachau","Riesling","https://www.winemag.com/buying-guide/domane-wachau-2017-ried-achleiten-smaragd-riesling-wachau/"
"196","Red","Center of Effort 2015 Pinot Noir (Edna Valley)","US","50","96","Dark raspberry, packed lilacs, crushed lavender and a hint of game make for a powerful yet elegant nose. The palate is framed by strong, silty and grippy tannins, with zippy acidity that delivers flavors of black raspberry, pepper spice and roasted boar.","2015","California","Pinot Noir","https://www.winemag.com/buying-guide/center-of-effort-2015-pinot-noir-edna-valley-307571/"
"197","Red","Nittnaus Anita und Hans 2016 Ried Jungenberg Blaufränkisch (Leithaberg)","Austria","69","96","A dark, lifted nose reveals juicy, crushed dark berries, black cherries and a tinge of tar and licorice. The palate brims with dense, ripe, black fruit but is pervaded by a sprightly, enlivening, soaring freshness that brightens this and makes for a lovely contrast. The tannins are firm but fine, the body is elegant and fresh. Lovely now but sure to evolve. Drink until 2035.","2016","Leithaberg","Blaufränkisch","https://www.winemag.com/buying-guide/nittnaus-anita-und-hans-2016-ried-jungenberg-blaufrankisch-leithaberg/"
"198","White","Nikolaihof 2013 Baumpresse Im Weingebirge Grüner Veltliner (Wachau)","Austria","70","96","Wonderfully reductive notes of gunflint blend with aromatic notes of baked apple and citrus zestiness on the nose. The palate reprises these notes and adds a vivid, textured earthiness. At its core is a mouthwatering saltiness edged with pleasantly bitter pith and dusty sprays of white pepper. What concentration, what allure, what freshness, even with five years of maturity.","2013","Wachau","Grüner Veltliner","https://www.winemag.com/buying-guide/nikolaihof-2013-baumpresse-im-weingebirge-gruner-veltliner-wachau/"
"199","White","Nikolaihof 2011 Vom Stein Federspiel Riesling (Wachau)","Austria","22","96","A lovely, slightly funky, smokiness on the nose comes hand in hand with baked and bruised apple notes. Crushed notes of yarrow add an herbal frisson. The palate adds a creamy but focused ripeness, well tempered by integrated freshness. It is the texture here that captivates, alongside the complex flavors. This shows that a few years of bottle age are nothing on a good, light-footed Riesling. Enjoy this library release now through 2030.","2011","Wachau","Riesling","https://www.winemag.com/buying-guide/nikolaihof-2011-vom-stein-federspiel-riesling-wachau/"
"200","Red","Lail 2016 Blueprint Cabernet Sauvignon (Napa Valley)","US","80","96","This is a stunningly beautiful wine at this price point, age-worthy and complex, it will stay with you long after it's gone. Opening in cedar, clove and cinnamon, it follows with a dusting of cocoa powder and toasted oak, before it offers a lingering thread of mineral in the form of crushed rock, violet, red and black currant. Structured as it goes, it finishes soft and silky. This is a wine for the cellar as well.","2016","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/lail-2016-blueprint-cabernet-sauvignon-napa-valley/"
"201","White","Bründlmayer 2017 Ried Heiligenstein Riesling (Kamptal)","Austria","42","96","A wonderfully heady note of dried hay flower precedes lemon freshness on the nose. The palate majors on this pervasive, aromatic and ripe lemon note and holds sway with juicy, alluring tartness. This is so concentrated, so lemony and so lip-smacking that you simply cannot help wanting more. Lovely now, sure to be vibrant until 2038.","2017","Kamptal","Riesling","https://www.winemag.com/buying-guide/brundlmayer-2017-ried-heiligenstein-riesling-kamptal/"
"202","Red","Bien Nacido Estate 2015 The Captain Reserve Pinot Noir (Santa Maria Valley)","US","100","96","Part of the historic winery's new reserve line, this intense wine delivers a roasted pork aroma against black cherry, dried rose petals and charred wood. There is a compelling sharpness of cranberry, pomegranate and raspberry flavors on the palate, with hints of green peppercorn, moss and tea leaves.","2015","California","Pinot Noir","https://www.winemag.com/buying-guide/bien-nacido-estate-2015-the-captain-reserve-pinot-noir-santa-maria-valley/"
"203","Red","Nittnaus Anita und Hans 2016 Ried Lange Ohn Blaufränkisch (Leithaberg)","Austria","45","96","Dark, aromatic cherry has a lovely floral softness about it on the nose. The palate comes in with an enlivening, dark-fruited freshness but also something gentle and smooth. The poised balance of blueberry fruit, cashmere tannins and sinuousness elevates this to total elegance. Blueberries and cinnamon own the gently grippy, long finish. Drink until 2030.","2016","Leithaberg","Blaufränkisch","https://www.winemag.com/buying-guide/nittnaus-anita-und-hans-2016-ried-lange-ohn-blaufrankisch-leithaberg/"
"204","Red","Muhr-Van der Niepoort 2016 Ried Spitzerberg Blaufränkisch (Carnuntum)","Austria","80","96","A heady, floral note of violet and peony hovers above the scents of tart, bright red fruit. The palate gives a slightly darker aspect of blueberry to the brisk cranberry and red currant notes, while both white pepper and cinnamon shimmer. The body is sinuous, guided by the finest tannins and pervaded by an immensely uplifting freshness. The lovely, mouthwatering grip becomes apparent on the finish. Silky, slender and oh so seductive. Drink 2022–2035.","2016","Carnuntum","Blaufränkisch","https://www.winemag.com/buying-guide/muhr-van-der-niepoort-2016-ried-spitzerberg-blaufrankisch-carnuntum/"
"205","White","Malat 2017 Ried Silberbicl Riesling (Kremstal)","Austria","50","96","The notion of freshly cut Conference pear peel mixes with hints of zesty lemon and juicy, yellow Mirabelle plum on the nose. The palate brings that same juiciness to the fore that unites expressive fruitiness with tempering, tart and wonderful freshness. Beautifully concentrated and squeaky clean. This is a lovely interplay with a zingy, lemony, dry and long finish.","2017","Kremstal","Riesling","https://www.winemag.com/buying-guide/malat-2017-ried-silberbicl-riesling-kremstal/"
"206","White","Josef Jamek 2017 Ried Klaus Smaragd Riesling (Wachau)","Austria","66","96","Tender notes of candied lemon and tangerine promise aromatic but rounded pleasure on the nose. The palate follows suite with a juicy, appetizing core that owed much to tangerine pith and peel. There is structure and vividness as well as concentration, warmth and juicy poise. So harmonious that non-Riesling nuts will be surprised. The finish is whistle-clean, long and still juicy.","2017","Wachau","Riesling","https://www.winemag.com/buying-guide/josef-jamek-2017-ried-klaus-smaragd-riesling-wachau/"
"207","Red","Bien Nacido Estate 2015 LXXIII Reserve Pinot Noir (Santa Maria Valley)","US","100","96","Intense cranberry aromas meet with smoked pork roast, crushed slate and pinches of sage, thyme and white pepper on the nose of this luxury-level bottling. The palate is florally flush in touches of rose and tarragon, set against snappy red-plum fruit and racy acidity.","2015","California","Pinot Noir","https://www.winemag.com/buying-guide/bien-nacido-estate-2015-lxxiii-reserve-pinot-noir-santa-maria-valley/"
