category,rating,country,varietal,average_price
Red,88,Italy,Pinot Nero,27.5
Red,82,Portugal,Castelão,7
Red,88,France,Cabernet Sauvignon-Cabernet Franc,15
Red,86,Bulgaria,Meritage,7
Red,91,Canada,Red Blend,41.67
Red,85,Spain,Garnatxa,20
Red,80,Greece,Red Blend,15
Red,89,Chile,Malbec,18.93
Red,85,Moldova,Cabernet Sauvignon,13.5
Red,86,Uruguay,Red Blend,25.6
Red,85,Italy,Mondeuse,56
Red,84,Brazil,Cabernet Franc,NULL
Red,88,Italy,Primitivo,22.03
Red,87,Portugal,Aragonês,8
Red,87,US,Red Blend,29.24
Red,89,Australia,Shiraz-Cabernet Sauvignon,22
Red,87,Italy,Tintilia ,25
Red,85,Spain,Petit Verdot,40
Red,92,US,Syrah-Grenache,43.83
Red,93,South Africa,Red Blend,NULL
Red,90,US,Pinot Meunier,34.25
Red,81,Brazil,Cabernet Sauvignon,24.5
Red,91,Argentina,Malbec,45.73
Red,87,France,Grenache-Syrah,16.27
Red,96,Spain,Tinta de Toro,155.5
Red,85,South Africa,Merlot,13.24
Red,82,Mexico,Shiraz,23
Red,83,Portugal,Aragonez,NULL
Red,91,South Africa,Merlot,43.33
Red,83,Hungary,Red Blend,16
Red,87,South Africa,Mourvèdre,13
Red,88,Italy,Shiraz,NULL
Red,86,Spain,Garnacha-Syrah,12.75
Red,90,Chile,Merlot-Cabernet Sauvignon,18.5
Red,90,US,Cabernet Pfeffer,55
Red,88,Spain,Monastrell,17.55
Red,90,France,Duras,20
Red,84,US,Pinot Gris,10
Red,83,Italy,Cannonau,11
Red,86,Italy,Sangiovese Grosso,29.2
Red,88,Morocco,Red Blend,19.33
Red,92,Israel,Shiraz,22.5
Red,92,France,Cabernet,25
Red,85,Israel,Merlot-Cabernet Sauvignon,NULL
Red,88,Greece,Merlot,33
Red,82,New Zealand,Cabernet Blend,25
Red,90,France,Syrah-Carignan,19
Red,85,Spain,Mencía,24.23
Red,84,US,Cabernet Sauvignon,28.2
Red,90,Germany,Schwartzriesling,25
Red,87,Argentina,Sémillon,25
Red,87,Italy,Pinot Nero,25.32
Red,83,South Africa,Pinotage,13.64
Red,86,Portugal,Caladoc,17.5
Red,86,Italy,Cannonau,28.67
Red,90,US,Tannat,32.91
Red,91,Portugal,Alfrocheiro,36.25
Red,84,Spain,Graciano,41.67
Red,95,Spain,Carignan,90
Red,90,New Zealand,Red Blend,34.67
Red,85,New Zealand,Syrah,36.5
Red,90,US,Merlot,34.02
Red,90,Italy,Gaglioppo,28
Red,80,US,Chardonnay,16
Red,81,Argentina,Shiraz,8.67
Red,85,South Africa,Cabernet Blend,13
Red,83,US,Mourvèdre,27
Red,92,South Africa,Shiraz-Mourvèdre,NULL
Red,97,Italy,Corvina,NULL
Red,91,US,Tempranillo Blend,49
Red,91,Italy,Teroldego,32
Red,86,Spain,Tinta del Toro,16
Red,91,US,Carignan,32
Red,96,Spain,Tinta del Pais,50
Red,89,US,Barbera,27.38
Red,85,US,Sangiovese-Cabernet Sauvignon,21
Red,89,Italy,Syrah,56.32
Red,84,Spain,White Blend,10
Red,86,Portugal,Pinot Noir,NULL
Red,87,Portugal,Castelão,11.25
Red,94,US,Cabernet Sauvignon-Merlot,82.5
Red,92,Argentina,Malbec-Cabernet Sauvignon,68.58
Red,88,Argentina,Cabernet Sauvignon,19.39
Red,93,South Africa,Pinotage,275
Red,85,Chile,Merlot-Cabernet Sauvignon,30
Red,92,France,Tannat-Cabernet Franc,19.6
Red,90,US,Pinot Noir,45.25
Red,86,Australia,Shiraz-Grenache,12.67
Red,86,Chile,Merlot,11.9
Red,92,Chile,Cabernet Franc,85
Red,90,US,Rosé,18
Red,85,US,Rkatsiteli,18
Red,92,US,Cabernet Sauvignon,68.76
Red,91,Hungary,Kekfrankos,70
Red,88,Chile,Syrah-Cabernet Sauvignon,40
Red,85,Brazil,Cabernet Sauvignon-Merlot,31
Red,88,South Africa,G-S-M,22
Red,92,Portugal,Castelão,17
Red,86,Italy,Bordeaux-style Red Blend,37
Red,91,South Africa,Tinta Barroca,53
Red,83,US,White Blend,14
Red,90,Canada,Pinot Noir,44.67
Red,84,US,Baco Noir,29
Red,87,Romania,Merlot,8.75
Red,85,Czech Republic,Cabernet Moravia,18
Red,85,Spain,Shiraz-Tempranillo,9
Red,87,Canada,Pinot Noir,29.5
Red,86,US,Pinot Nero,54
Red,82,Israel,Merlot,23.67
Red,94,Argentina,Pinot Noir,110
Red,93,Israel,Merlot,NULL
Red,84,Spain,Garnacha-Cabernet,14
Red,81,New Zealand,Merlot,17
Red,85,Italy,Monica,14
Red,89,Moldova,Cabernet Sauvignon,25
Red,90,Italy,Bordeaux-style Red Blend,73
Red,89,Israel,Pinotage,27
Red,81,US,G-S-M,28
Red,85,South Africa,Cabernet Sauvignon,16.49
Red,90,US,Nero d'Avola,25
Red,95,US,Grenache,70.25
Red,91,Mexico,Tempranillo,45
Red,89,South Africa,Syrah-Viognier,20
Red,88,Uruguay,Tempranillo-Tannat,20
Red,88,Chile,Malbec,16.65
Red,90,Italy,Nerello Cappuccio,28
Red,94,US,Malbec,76.42
Red,81,US,Syrah-Grenache,38
Red,87,US,Merlot-Cabernet Franc,31.33
Red,82,US,Petit Verdot,27.17
Red,93,Argentina,Malbec-Cabernet,147.5
Red,91,US,Cabernet Sauvignon-Merlot,49.8
Red,88,Australia,Cabernet Sauvignon-Sangiovese,30
Red,84,Australia,Shiraz-Viognier,14.8
Red,86,US,Montepulciano,25.25
Red,85,South Africa,Shiraz-Cabernet Sauvignon,9
Red,84,Israel,Syrah,28
Red,87,Australia,Saperavi,48
Red,84,Spain,Syrah-Garnacha,13
Red,85,Australia,Petit Verdot,40
Red,91,Greece,Cabernet Sauvignon,23
Red,85,Peru,Malbec-Merlot,17
Red,83,France,Grenache,23
Red,85,US,Claret,28.17
Red,85,US,Cabernet-Syrah,25
Red,90,Israel,Syrah-Viognier,50
Red,90,Italy,Colorino,NULL
Red,85,Argentina,Shiraz,9.25
Red,89,Austria,Zweigelt,22
Red,91,US,Zinfandel,31.73
Red,80,Argentina,Bonarda,13.5
Red,94,South Africa,Pinotage,NULL
Red,88,US,Cabernet-Syrah,32
Red,87,Germany,Pinot Noir,26.2
Red,92,Australia,G-S-M,37.17
Red,87,Australia,Sangiovese,19
Red,84,Uruguay,Pinot Noir,18
Red,89,US,Gamay Noir,26
Red,87,Mexico,Cabernet Blend,20
Red,85,Hungary,Blaufränkisch,12
Red,82,US,Mourvèdre,28.45
Red,84,Chile,Shiraz,12
Red,89,New Zealand,Pinot Noir,34.7
Red,91,Germany,Lemberger,22.67
Red,88,Australia,Shiraz-Cabernet Sauvignon,20.75
Red,84,Uruguay,Tannat,25.33
Red,88,France,Grenache-Mourvèdre,NULL
Red,94,Austria,Zweigelt,52
Red,86,Greece,Mavrokalavryta,15
Red,82,Spain,Malbec,9
Red,94,Italy,Pinot Nero,32
Red,89,Chile,Cabernet Blend,26.9
Red,86,South Africa,Merlot,17.21
Red,92,US,Shiraz,58.25
Red,89,Austria,Pinot Noir,37.63
Red,91,Portugal,Shiraz,13
Red,90,Italy,Negroamaro,29.75
Red,91,Chile,Malbec,23.4
Red,85,Spain,Pinot Noir,32
Red,92,Portugal,Bordeaux-style Red Blend,49
Red,80,Portugal,Touriga Nacional-Cabernet Sauvignon,13
Red,80,Spain,Merlot,9
Red,83,US,Merlot-Syrah,19
Red,91,US,Cinsault,27.13
Red,98,US,Pinot Noir,89.08
Red,88,Italy,Barbera,25.06
Red,91,Austria,St. Laurent,36
Red,85,Italy,Magliocco,35
Red,88,Argentina,Cabernet Sauvignon-Shiraz,11
Red,82,Portugal,Red Blend,9.56
Red,89,Italy,Nero di Troia,40.25
Red,91,Australia,Cabernet Sauvignon-Merlot,35.83
Red,89,Australia,Syrah,55
Red,91,US,Côt,28
Red,93,US,Claret,98.33
Red,86,New Zealand,Cabernet Sauvignon-Merlot,23
Red,86,New Zealand,Merlot-Malbec,20
Red,87,US,Cabernet Sauvignon-Merlot,23.56
Red,90,Switzerland,Red Blend,30
Red,88,France,Merlot-Cabernet,12
Red,86,US,Rhône-style Red Blend,28.07
Red,87,US,Mondeuse,30
Red,96,France,Tannat,137.5
Red,91,Austria,Cabernet Sauvignon,NULL
Red,89,Australia,Tempranillo,20
Red,87,US,Touriga Nacional,24
Red,90,Israel,Syrah,41.13
Red,89,Italy,Monica,19
Red,87,Chile,Cabernet Sauvignon-Merlot,23.56
Red,88,Croatia,Plavac Mali,27.25
Red,91,Italy,Nebbiolo,64.92
Red,88,Australia,Shiraz,27.71
Red,88,France,Grenache,30.6
Red,91,Chile,Cabernet Franc,29
Red,90,Chile,Cabernet Sauvignon,28.5
Red,87,France,Tannat-Cabernet,14.33
Red,88,Australia,Bordeaux-style Red Blend,48.3
Red,90,Germany,St. Laurent,29
Red,91,Australia,Cabernet Sauvignon,43.52
Red,80,Australia,Cabernet Sauvignon-Merlot,16
Red,88,Greece,Cabernet Sauvignon-Cabernet Franc,26
Red,93,Germany,Pinot Noir,53.71
Red,87,Italy,Rosé,16
Red,80,Italy,Dolcetto,19
Red,92,US,Grenache-Syrah,46.25
Red,87,South Africa,Petit Verdot,25
Red,88,Canada,Red Blend,25
Red,84,US,Negrette,23
Red,90,US,Petite Sirah,33.6
Red,91,Greece,Red Blend,20.5
Red,80,South Africa,Red Blend,8
Red,82,Italy,Dolcetto,16.83
Red,94,US,Zinfandel,47.91
Red,89,Turkey,Kalecik Karasi,19
Red,85,Spain,Shiraz,7
Red,87,Spain,Crespiello,52
Red,98,US,Bordeaux-style Red Blend,172.5
Red,89,Hungary,Bordeaux-style Red Blend,39
Red,89,France,Cabernet Franc,26.25
Red,95,US,Merlot,62.5
Red,86,Mexico,Cabernet Franc,39
Red,87,US,Syrah-Viognier,28
Red,85,Australia,Cabernet Merlot,15
Red,87,New Zealand,Merlot-Cabernet Sauvignon,16.25
Red,86,Italy,Ruché,15
Red,86,Spain,Merlot,16.6
Red,88,US,Petit Verdot,38.16
Red,87,Italy,Nero d'Avola,18.74
Red,89,US,Grenache-Mourvèdre,44
Red,86,Spain,Tempranillo-Merlot,12.2
Red,88,Italy,Monica,18
Red,90,France,Syrah-Grenache,20
Red,88,Chile,Syrah,23.59
Red,87,Italy,Susumaniello,16.5
Red,82,Argentina,Barbera,8
Red,90,Portugal,Alfrocheiro,25.5
Red,90,Georgia,Saperavi,23.08
Red,84,Australia,Malbec,8
Red,88,US,Sagrantino,50
Red,90,US,Chardonnay,32.25
Red,91,Spain,Tinta del Toro,35
Red,89,Australia,G-S-M,28.4
Red,89,Morocco,Syrah,18
Red,84,Chile,Syrah-Cabernet,13
Red,90,US,Aglianico,18
Red,84,Australia,Cabernet Blend,11.33
Red,91,France,Duras,40
Red,92,Germany,Spätburgunder,43.7
Red,81,Chile,Malbec-Syrah,10
Red,87,US,Cabernet Franc,30.76
Red,97,Argentina,Malbec,120
Red,93,Portugal,Baga,70
Red,87,Italy,Raboso,38
Red,90,Portugal,Touriga Franca,20
Red,86,France,Tannat-Syrah,10
Red,83,US,Norton,17.17
Red,86,Italy,Shiraz,10
Red,90,Portugal,Cabernet Blend,9
Red,83,Spain,Garnacha-Syrah,11
Red,94,Spain,Syrah,30
Red,86,Israel,Cabernet Sauvignon-Merlot,27
Red,92,France,G-S-M,35.5
Red,85,Spain,Monastrell,14.42
Red,92,Spain,Syrah,40
Red,88,Italy,Malvasia Nera,17
Red,94,US,Syrah-Petite Sirah,52.4
Red,89,Bulgaria,Red Blend,18.06
Red,82,Mexico,Merlot,30
Red,84,Italy,Bordeaux-style Red Blend,30
Red,87,France,Cabernet Sauvignon-Syrah,14
Red,87,Argentina,Merlot-Cabernet Franc,27
Red,85,Argentina,Malbec-Syrah,11.33
Red,81,Spain,Merlot,21
Red,91,US,Sangiovese,34.33
Red,89,Bulgaria,Pinot Noir,14.67
Red,94,Spain,Carignan,97.5
Red,96,US,Syrah,94.89
Red,91,Austria,Zweigelt,29.5
Red,87,Italy,Rebo,19
Red,88,Italy,Ciliegiolo,28
Red,84,Cyprus,Red Blend,11.5
Red,80,France,Bordeaux-style Red Blend,18.43
Red,94,US,Cabernet Franc,84.19
Red,90,Italy,Magliocco,30
Red,93,New Zealand,Merlot,40
Red,95,Australia,Shiraz-Cabernet Sauvignon,142.5
Red,90,Australia,Tannat,58
Red,83,US,Chambourcin,20.5
Red,91,France,Braucol,37.5
Red,91,Chile,Carignan,34.43
Red,84,Greece,Agiorgitiko,13.71
Red,86,US,Chambourcin,14
Red,89,Portugal,Portuguese Red,19.51
Red,86,New Zealand,Chardonnay,25
Red,91,France,Cabernet Sauvignon-Merlot,57
Red,86,New Zealand,Merlot-Cabernet Sauvignon,21
Red,88,Argentina,Pinot Noir,21.64
Red,91,Italy,Nero d'Avola,38.29
Red,90,Spain,Syrah-Grenache,30
Red,83,Israel,Barbera,15
Red,89,South Africa,Pinot Noir,31.5
Red,86,Argentina,Red Blend,24.07
Red,86,Argentina,Malbec-Merlot,17.33
Red,91,Turkey,Bordeaux-style Red Blend,34
Red,90,Argentina,Cabernet Sauvignon,25.51
Red,82,US,Tannat,22
Red,87,Chile,Cabernet Sauvignon-Cabernet Franc,30
Red,87,Chile,Pinot Noir,20.33
Red,81,Mexico,Carignan,27
Red,88,Australia,Rhône-style Red Blend,29.38
Red,90,Israel,Barbera,32
Red,82,Moldova,Red Blend,8.5
Red,88,South Africa,Grenache,24
Red,91,US,Dornfelder,45
Red,94,US,Cabernet Sauvignon,99.42
Red,89,Israel,Pinot Noir,20
Red,86,NULL,Pinot Noir,6
Red,87,Bulgaria,Pinot Noir,9
Red,85,Mexico,Grenache,28
Red,97,Australia,Shiraz-Viognier,225
Red,86,Israel,Shiraz,27
Red,91,Spain,Listán Negro,45
Red,92,Australia,Cabernet Sauvignon,52.07
Red,96,Italy,Sagrantino,80
Red,89,Italy,Grignolino,16
Red,91,Italy,Sangiovese,58.07
Red,87,US,Malbec,31.34
Red,85,Italy,Marzemino,14
Red,88,Argentina,Bordeaux-style Red Blend,31.6
Red,88,Italy,Raboso,35
Red,85,Israel,Merlot-Argaman,12
Red,88,Italy,Montepulciano,25.84
Red,85,Brazil,Pinot Noir,NULL
Red,86,New Zealand,Cabernet Sauvignon,39
Red,88,US,Grenache-Mourvèdre,16
Red,92,Portugal,Alicante Bouschet,46.75
Red,91,Chile,Bordeaux-style Red Blend,58.18
Red,89,France,Grenache,37
Red,95,US,Meritage,120
Red,80,Australia,Chardonnay,15
Red,86,Israel,Red Blend,27.83
Red,87,Australia,Cabernet Merlot,22.5
Red,82,South Africa,Syrah-Cabernet,10
Red,88,New Zealand,Chardonnay,15
Red,85,Argentina,Cabernet Sauvignon,14.19
Red,88,France,Pinot Gris,25
Red,80,South Africa,Syrah,10
Red,86,US,Grenache-Syrah,24
Red,84,US,Graciano,26
Red,88,Germany,Lemberger,25
Red,88,Spain,Mazuelo,65.5
Red,88,Austria,Zweigelt-Pinot Noir,15
Red,84,Uruguay,Red Blend,32.5
Red,80,Spain,Shiraz-Tempranillo,7
Red,86,US,Graciano,26.5
Red,93,France,Red Blend,49.44
Red,88,Italy,Nero di Troia,18
Red,84,South Africa,Cabernet Sauvignon-Merlot,15.57
Red,89,Austria,Grüner Veltliner,17
Red,92,South Africa,Bordeaux-style Red Blend,56.75
Red,90,Italy,Nebbiolo,60.87
Red,80,Italy,Barbera,12.5
Red,83,Spain,Tempranillo-Syrah,16
Red,84,US,Cabernet Sauvignon-Syrah,39
Red,87,US,Garnacha,26
Red,81,Spain,Tinta de Toro,13.67
Red,88,Italy,Uvalino,29
Red,85,Italy,Grenache,10
Red,85,Croatia,Teran,13
Red,89,France,Rhône-style White Blend,12
Red,92,Chile,Syrah,56.66
Red,92,Spain,Petit Verdot,40
Red,89,Greece,Cabernet Merlot,30
Red,84,Portugal,Castelão,10.6
Red,90,US,Syrah-Grenache,45.8
Red,91,Australia,Mourvèdre,57.5
Red,94,Italy,Aglianico,65.53
Red,91,Australia,Pinot Noir,39
Red,92,US,Mataro,45
Red,88,US,Carignane,24.62
Red,83,Spain,Monastrell-Syrah,12.33
Red,93,Italy,Carignano,68
Red,91,US,Syrah-Mourvèdre,47.67
Red,92,Australia,Syrah,75.33
Red,93,US,Grenache,45.4
Red,89,US,Sauvignon Blanc,23
Red,82,US,Chardonnay,16
Red,90,Australia,Chardonnay,15
Red,90,Argentina,Shiraz-Cabernet Sauvignon,15
Red,93,US,Nebbiolo,60.83
Red,92,US,Syrah,43.68
Red,83,Italy,Sangiovese,16.36
Red,89,Chile,Syrah-Cabernet,23.67
Red,94,Spain,Red Blend,95.46
Red,88,Portugal,Bordeaux-style Red Blend,35
Red,86,Switzerland,Merlot,19
Red,92,Croatia,Red Blend,34
Red,85,France,Syrah-Grenache,13.33
Red,85,Italy,Sangiovese Grosso,27.17
Red,88,Argentina,Red Blend,29.2
Red,90,South Africa,Shiraz,44.59
Red,83,New Zealand,Red Blend,25
Red,90,Spain,Red Blend,39.64
Red,98,Australia,Syrah,325
Red,80,US,Dolcetto,18
Red,84,Argentina,Malbec-Cabernet Sauvignon,13.67
Red,85,US,Counoise,30
Red,89,Australia,Cabernet Sauvignon-Merlot,25.9
Red,96,Spain,Tinto Fino,110
Red,88,Greece,Cabernet Sauvignon,25
Red,90,Italy,Pinot Noir,40
Red,85,Spain,Tempranillo-Merlot,15
Red,88,US,Bordeaux-style Red Blend,44.05
Red,86,Hungary,Blauer Portugieser,15
Red,83,Chile,Cabernet Sauvignon-Merlot,21
Red,83,Italy,Piedirosso,13
Red,82,Austria,Pinot Noir,15
Red,89,US,Cabernet Sauvignon-Cabernet Franc,37
Red,87,Austria,St. Laurent,22.7
Red,83,Romania,Pinot Noir,10.17
Red,92,Australia,Nero d'Avola,30
Red,90,US,Syrah-Viognier,39
Red,83,Mexico,Zinfandel,8
Red,82,Australia,Red Blend,13.43
Red,92,US,Carignane,42
Red,84,Greece,Syrah,34
Red,86,US,Pinot Meunier,29
Red,90,France,Malbec,28.37
Red,90,US,Dolcetto,25.1
Red,97,Australia,Cabernet Sauvignon,225
Red,84,Australia,Cabernet Sauvignon,17.87
Red,89,US,Shiraz,32.57
Red,87,Argentina,Malbec,18.47
Red,95,Spain,Tinto del Pais,250
Red,90,US,Cabernet Sauvignon,53.96
Red,84,US,Red Blend,22.26
Red,85,US,Riesling,16
Red,89,Canada,Cabernet Sauvignon,35
Red,87,Australia,Grenache-Shiraz,20.33
Red,81,Spain,Carignane,11
Red,87,Chile,Cabernet Sauvignon,15.51
Red,89,Italy,Rebo,35
Red,89,Germany,Pinot Noir,27.54
Red,92,Israel,Cabernet Franc,38
Red,86,US,Saperavi,30
Red,80,Chile,Pinot Noir,18.5
Red,88,Croatia,Grenache,19
Red,87,Italy,Cabernet Franc,16
Red,86,NULL,Vranac,11
Red,92,Australia,Cabernet Sauvignon-Merlot,75
Red,85,Argentina,Cabernet Franc-Cabernet Sauvignon,17
Red,88,Slovenia,Red Blend,20
Red,91,Portugal,Aragonez,35
Red,89,New Zealand,Syrah,33
Red,90,Spain,Garnacha Tintorera,15
Red,92,South Africa,Shiraz-Cabernet Sauvignon,NULL
Red,86,US,Shiraz,21.19
Red,85,Austria,Pinot Noir,NULL
Red,91,Chile,Cabernet Sauvignon-Carmenère,31.5
Red,94,Portugal,Rhône-style Red Blend,62.5
Red,87,US,Chelois,25
Red,88,Spain,Alicante Bouschet,10
Red,87,Israel,Shiraz-Cabernet Sauvignon,18
Red,94,Chile,Red Blend,88.83
Red,91,US,Monastrell,22
Red,95,France,Pinot Noir,248.1
Red,91,US,Grenache,39.25
Red,91,Italy,Sangiovese Grosso,65.27
Red,89,Macedonia,Vranec,16
Red,87,Mexico,Petite Sirah,20
Red,81,Spain,Merlot-Cabernet Sauvignon,15.33
Red,88,France,Red Blend,19.27
Red,85,New Zealand,Cabernet Sauvignon-Merlot,13
Red,87,Croatia,Red Blend,20
Red,88,Italy,Perricone,22.2
Red,82,Italy,Nebbiolo,35.57
Red,94,US,Cabernet Sauvignon-Syrah,57.57
Red,90,Australia,Cabernet Blend,48.71
Red,82,US,Carignan,18
Red,93,Israel,Red Blend,51.5
Red,82,Australia,Cabernet Sauvignon-Merlot,8.33
Red,88,Mexico,Red Blend,29.25
Red,92,Canada,Bordeaux-style Red Blend,42.5
Red,87,Uruguay,Tannat,20.5
Red,85,Bulgaria,Mavrud,9
Red,86,Spain,Tempranillo-Shiraz,20
Red,88,France,Pinot Noir,45.19
Red,93,US,Pinot Noir,57
Red,87,US,Sangiovese Cabernet,55
Red,84,Australia,Shiraz-Grenache,23
Red,84,US,Lemberger,11.5
Red,87,Spain,Tinta de Toro,21.91
Red,92,Austria,Red Blend,40.56
Red,85,Portugal,Bastardo,30
Red,84,US,Rosé,25
Red,93,Australia,Bordeaux-style Red Blend,101.5
Red,88,US,G-S-M,36.06
Red,84,Italy,Sangiovese,19.83
Red,81,US,Cabernet Franc,24.08
Red,88,Czech Republic,Cabernet Moravia,18
Red,85,Australia,Cabernet Sauvignon-Shiraz,18.6
Red,92,Italy,Cabernet Blend,81.25
Red,93,Italy,Corvina,80.25
Red,85,Spain,Rosé,12
Red,87,Italy,Ciliegiolo,NULL
Red,84,US,Sangiovese-Syrah,34
Red,80,US,Primitivo,18
Red,91,Italy,Gaglioppo,20
Red,83,Portugal,Merlot,13
Red,86,US,Nero d'Avola,30
Red,81,US,Barbera,21
Red,93,Spain,Tempranillo Blend,80
Red,86,US,Pinot Noir,32.55
Red,84,Spain,Bordeaux-style Red Blend,27.5
Red,87,Chile,Carmenère-Syrah,18.5
Red,89,Croatia,Red Blend,20
Red,86,Greece,Mavrodaphne,10
Red,85,Austria,Red Blend,42.33
Red,92,US,Syrah-Tempranillo,45
Red,85,Croatia,Red Blend,13
Red,87,France,Grenache,18.29
Red,94,US,Grenache,51.04
Red,82,Spain,Graciano,20
Red,83,Spain,Albariño,28
Red,91,Turkey,Kalecik Karasi,40
Red,89,Italy,Pallagrello,53
Red,93,Argentina,Cabernet Blend,46.5
Red,91,Italy,Aglianico,51.38
Red,84,South Africa,Pinotage,13.62
Red,91,Chile,Cabernet Sauvignon-Merlot,37
Red,91,South Africa,Rhône-style Red Blend,40
Red,83,US,Cabernet Sauvignon-Merlot,18.2
Red,81,Argentina,Pinot Noir,15.33
Red,86,Argentina,Cabernet Sauvignon-Malbec,11.2
Red,80,US,Shiraz,9
Red,90,France,Syrah,53.92
Red,89,Italy,Red Blend,36.35
Red,91,Portugal,Touriga Nacional-Cabernet Sauvignon,16.2
Red,88,Switzerland,Red Blend,25
Red,84,Italy,Cortese,14
Red,96,Spain,Carignan,530
Red,87,Slovenia,Pinot Noir,15
Red,90,Lebanon,Red Blend,40
Red,83,Greece,Bordeaux-style Red Blend,17
Red,86,Spain,Grenache-Syrah,8
Red,82,Bulgaria,Merlot,15
Red,81,France,Cabernet Sauvignon,9.4
Red,81,France,Rhône-style Red Blend,14.8
Red,90,Italy,Tempranillo,60
Red,86,US,Cabernet Sauvignon-Merlot,22.2
Red,90,Spain,Merlot,23.33
Red,93,Portugal,Castelão,18
Red,90,Italy,Cabernet Franc,68.33
Red,89,US,Rhône-style White Blend,32
Red,87,Italy,Montepulciano,18.85
Red,88,Chile,Carmenère,20.08
Red,90,US,Tempranillo-Malbec,29
Red,80,US,Nebbiolo,15
Red,88,Romania,Merlot,100
Red,93,Italy,Aglianico,73.17
Red,89,Italy,Prugnolo Gentile,39.55
Red,92,Spain,Monastrell-Syrah,35
Red,85,Greece,Syrah,21
Red,80,US,Meritage,40
Red,83,Argentina,Barbera,9
Red,87,France,Mansois,16.67
Red,90,Italy,Cannonau,34.33
Red,89,Austria,Red Blend,39.19
Red,87,Spain,Tempranillo-Garnacha,11.55
Red,90,Portugal,Trincadeira,23.5
Red,82,US,Carignane,19.5
Red,86,Argentina,Malbec-Bonarda,20
Red,88,US,Cabernet Merlot,10.5
Red,92,US,Syrah-Cabernet Franc,77
Red,80,US,Pinot Noir,22.22
Red,88,France,Sciaccerellu,21
Red,95,US,Cabernet Sauvignon-Syrah,66.25
Red,89,France,Rhône-style Red Blend,24.39
Red,80,US,Sangiovese,26
Red,87,Australia,Petite Sirah,9
Red,85,Brazil,Cabernet Sauvignon,15
Red,86,Spain,Cabernet Sauvignon-Tempranillo,10.75
Red,88,US,Charbono,34
Red,83,Spain,Cabernet Sauvignon-Syrah,37
Red,91,Israel,Petit Verdot,55
Red,92,Italy,Sangiovese Grosso,70.18
Red,86,Argentina,Bordeaux-style Red Blend,28.57
Red,89,Chile,Cinsault,22
Red,86,Uruguay,Pinot Noir,22
Red,93,France,Pinot Noir,120.45
Red,80,Portugal,Portuguese Red,12
Red,80,Spain,Tempranillo,13.27
Red,82,Brazil,Tannat,14.67
Red,90,Turkey,Syrah-Merlot,30
Red,83,Australia,Red Blend,10.89
Red,90,Croatia,Red Blend,58
Red,82,Chile,Cabernet Sauvignon-Carmenère,14.5
Red,85,US,Lemberger-Cabernet,11
Red,87,Italy,Alicante,19.33
Red,95,Australia,Syrah,225
Red,85,Brazil,Merlot-Cabernet Sauvignon,33
Red,86,Chile,Chardonnay,12
Red,89,US,Syrah-Viognier,37
Red,87,Germany,Cabernet Sauvignon,28
Red,87,US,Cabernet Sauvignon-Shiraz,22
Red,89,Italy,Alicante,31
Red,83,Israel,Cabernet Sauvignon,20.57
Red,82,Spain,Tinto Fino,19
Red,84,Austria,St. Laurent,19
Red,89,Argentina,Cabernet Franc,31.63
Red,86,Australia,Cabernet Sauvignon-Merlot,13.59
Red,83,US,Teroldego,30
Red,89,Italy,Ruché,62
Red,90,Portugal,Tinta Cao,14
Red,93,Spain,Mencía,61.38
Red,83,Spain,Tinta de Toro,16
Red,93,Morocco,Red Blend,18
Red,80,Argentina,Cabernet Sauvignon-Malbec,12
Red,91,Croatia,Plavac Mali,57
Red,85,US,Pinotage,31
Red,86,Spain,Garnacha Blend,10
Red,85,Spain,Grenache-Syrah,16
Red,94,Italy,Barbera,65
Red,85,Spain,Cencibel,17
Red,88,US,Cinsault,29.71
Red,90,Chile,Rhône-style Red Blend,23
Red,89,Argentina,Malbec-Tempranillo,45
Red,87,Romania,Pinot Noir,8.67
Red,81,Australia,Cabernet Sauvignon,12.4
Red,84,Australia,Red Blend,22.88
Red,91,France,Grenache,33.63
Red,86,US,Tempranillo-Cabernet Sauvignon,24
Red,88,US,Marsanne-Roussanne,22
Red,96,Italy,Sangiovese,149
Red,84,Georgia,Saperavi-Merlot,17
Red,91,Turkey,Okuzgozu,23
Red,85,France,Carignan,16
Red,84,Argentina,Cabernet Franc,37.5
Red,82,US,Cabernet Franc,23.43
Red,85,New Zealand,Pinot Noir,24.52
Red,90,Spain,Cabernet Blend,76
Red,86,Argentina,Tempranillo,18
Red,89,Italy,Cabernet Sauvignon-Merlot,96.5
Red,95,Italy,Nebbiolo,118.73
Red,90,US,Zinfandel,30.75
Red,99,US,Pinot Noir,86.33
Red,88,Portugal,Touriga Franca,20.8
Red,86,Australia,Shiraz-Cabernet Sauvignon,17.5
Red,84,New Zealand,Cabernet Sauvignon-Merlot,18
Red,84,Lebanon,Red Blend,19
Red,96,US,Zinfandel,53.25
Red,93,Italy,Cabernet Blend,50
Red,86,Israel,Petite Sirah,34.5
Red,89,Portugal,Jaen,24
Red,96,US,Grenache,69
Red,83,US,Shiraz,10.17
Red,85,South Africa,Malbec,13
Red,90,Portugal,Baga,35
Red,87,Turkey,Red Blend,28.75
Red,84,US,Carmenère,28.67
Red,95,US,Red Blend,81.88
Red,90,US,Sagrantino,58
Red,88,Chile,Cabernet Sauvignon-Merlot,23.2
Red,85,US,Zinfandel,22.85
Red,93,Chile,Cabernet Sauvignon,87.95
