category,rating,country,varietal,average_price
Sparkling,95,England,Chardonnay,70
Sparkling,91,US,Pinot Noir,56.6
Sparkling,89,Italy,Prié Blanc,NULL
Sparkling,92,France,Champagne Blend,85.77
Sparkling,87,US,Rosé,19.75
Sparkling,89,Australia,Chardonnay,20
Sparkling,92,Austria,Sparkling Blend,38.71
Sparkling,87,Portugal,Arinto,NULL
Sparkling,83,New Zealand,Sparkling Blend,24.5
Sparkling,90,Italy,Durella,24
Sparkling,98,France,Chardonnay,520
Sparkling,85,US,Traminette,18
Sparkling,87,Italy,Greco,30.5
Sparkling,88,US,Rosé,25.5
Sparkling,82,Spain,Champagne Blend,10.33
Sparkling,92,France,Sparkling Blend,28.73
Sparkling,82,Argentina,Chardonnay,12.5
Sparkling,89,Italy,Cortese,28
Sparkling,82,Australia,Champagne Blend,17
Sparkling,96,Italy,Sparkling Blend,100
Sparkling,85,South Africa,Chenin Blanc,16
Sparkling,85,Austria,Pinot Noir,21
Sparkling,90,England,Champagne Blend,40
Sparkling,85,US,Rosé,20
Sparkling,83,Portugal,Touriga Nacional Blend,NULL
Sparkling,95,Italy,Pinot Nero,90
Sparkling,89,South Africa,Chardonnay,31
Sparkling,95,Italy,Chardonnay,NULL
Sparkling,88,Israel,Champagne Blend,23
Sparkling,84,US,Muscat,14
Sparkling,85,Brazil,Sparkling Blend,NULL
Sparkling,91,France,Chenin Blanc-Chardonnay,18
Sparkling,91,South Africa,Champagne Blend,NULL
Sparkling,86,Italy,Pinot Grigio,18
Sparkling,88,Portugal,Sparkling Blend,40
Sparkling,93,Austria,Chardonnay,49
Sparkling,90,Italy,Moscato,18.08
Sparkling,97,France,Champagne Blend,383.93
Sparkling,87,Italy,Prosecco,17.87
Sparkling,89,Italy,Turbiana,35
Sparkling,91,Spain,Champagne Blend,48
Sparkling,89,Australia,Sparkling Blend,20
Sparkling,87,US,Sauvignon Blanc,20
Sparkling,86,Spain,Xarel-lo,24
Sparkling,87,France,White Blend,NULL
Sparkling,84,Spain,Verdejo,26
Sparkling,88,Austria,Pinot Noir,20.5
Sparkling,87,New Zealand,Sparkling Blend,20.67
Sparkling,88,Italy,Pinot-Chardonnay,25
Sparkling,83,Italy,Lambrusco,15.2
Sparkling,96,France,Pinot Noir,300
Sparkling,94,Germany,Sparkling Blend,45
Sparkling,85,France,Chenin Blanc-Chardonnay,15.5
Sparkling,83,Australia,Sauvignon Blanc,13
Sparkling,82,France,Sparkling Blend,15.88
Sparkling,86,Israel,Champagne Blend,20
Sparkling,87,Spain,Garnacha,15
Sparkling,85,New Zealand,Sauvignon,15
Sparkling,85,Australia,Sparkling Blend,13.43
Sparkling,86,Georgia,Sparkling Blend,35
Sparkling,83,Portugal,Arinto,29
Sparkling,90,Austria,Pinot Noir,25
Sparkling,82,Italy,Champagne Blend,22.33
Sparkling,94,England,Champagne Blend,82.33
Sparkling,86,US,Pinot Gris,25.5
Sparkling,80,Argentina,Champagne Blend,19
Sparkling,89,Italy,Frappato,40
Sparkling,88,US,Chardonnay,39.29
Sparkling,86,Italy,Durella,30
Sparkling,90,Italy,Prosecco,28.86
Sparkling,86,France,Cabernet Franc,17
Sparkling,85,Germany,Sparkling Blend,23.5
Sparkling,88,Italy,Lambrusco di Sorbara,23.5
Sparkling,82,Germany,Riesling,25
Sparkling,87,Italy,Glera,18.52
Sparkling,87,Spain,Trepat,18.5
Sparkling,84,Argentina,Torrontés,20
Sparkling,92,US,Viognier,60
Sparkling,92,US,Champagne Blend,44.69
Sparkling,84,Italy,Tocai Rosso,16
Sparkling,87,Austria,Pinot Noir,32
Sparkling,96,France,Chardonnay,260.33
Sparkling,93,France,Pinot Meunier,102.5
Sparkling,91,Italy,Aglianico,50
Sparkling,87,France,Riesling,20
Sparkling,87,Austria,Riesling,18
Sparkling,87,France,Pinot Meunier,35
Sparkling,86,Argentina,Torrontés,15
Sparkling,87,Italy,Nerello Mascalese,25
Sparkling,81,Brazil,Sparkling Blend,30
Sparkling,95,France,Champagne Blend,180.74
Sparkling,86,France,Pinot Gris,19
Sparkling,86,New Zealand,Sparkling Blend,33
Sparkling,92,Italy,Lambrusco di Sorbara,24
Sparkling,89,France,Sparkling Blend,23.69
Sparkling,85,Italy,Viognier,27
Sparkling,84,Australia,Muscat,15
Sparkling,87,Austria,Grüner Veltliner,30
Sparkling,90,Italy,Nerello Mascalese,26
Sparkling,91,France,Gamay,29
Sparkling,89,France,Auxerrois,15
Sparkling,85,Italy,Sparkling Blend,23.41
Sparkling,84,US,Chardonnay,13.67
Sparkling,83,US,Rosé,17
Sparkling,89,Chile,País,20
Sparkling,84,Italy,Pignoletto,15
Sparkling,86,Portugal,Alvarinho,25
Sparkling,86,Portugal,Alfrocheiro,25
Sparkling,85,Italy,Müller-Thurgau,18
Sparkling,97,US,Champagne Blend,175
Sparkling,85,New Zealand,Champagne Blend,13
Sparkling,91,Spain,Trepat,38
Sparkling,85,Italy,Ribolla Gialla,20
Sparkling,87,Italy,Turbiana,32.67
Sparkling,80,Spain,Moscato,8
Sparkling,92,France,Pinot Noir,74.83
Sparkling,84,Georgia,Sparkling Blend,10
Sparkling,87,Austria,Moscato,18.5
Sparkling,93,England,Chardonnay,80
Sparkling,87,Italy,Champagne Blend,15.33
Sparkling,85,Moldova,Sparkling Blend,13
Sparkling,85,Italy,Prosecco,16.61
Sparkling,84,US,Müller-Thurgau,22
Sparkling,85,Portugal,Portuguese Sparkling,14.44
Sparkling,90,Portugal,Tinta Roriz,40
Sparkling,83,Argentina,Pinot Noir,20
Sparkling,82,Brazil,Sparkling Blend,26
Sparkling,86,Portugal,Chardonnay,20
Sparkling,90,Italy,Aglianico,48
Sparkling,90,US,Pinot Gris,50
Sparkling,91,Italy,Barbera,28
Sparkling,87,Spain,Sumoll,30
Sparkling,88,Italy,Carricante,48
Sparkling,85,Australia,Moscato,12.4
Sparkling,87,Bulgaria,Sparkling Blend,15
Sparkling,81,US,Champagne Blend,11.4
Sparkling,88,Australia,Shiraz,21.4
Sparkling,86,Israel,Chardonnay,20
Sparkling,80,Brazil,Sparkling Blend,12
Sparkling,88,Italy,Cortese,29
Sparkling,87,Australia,Moscato,14
Sparkling,85,US,Syrah,22
Sparkling,93,Austria,Champagne Blend,55
Sparkling,92,Austria,Grüner Veltliner,28
Sparkling,87,Portugal,Touriga Nacional,25.5
Sparkling,94,France,Sparkling Blend,25
Sparkling,87,Italy,Sparkling Blend,33.67
Sparkling,86,Australia,Champagne Blend,10
Sparkling,90,Portugal,Portuguese Sparkling,24.5
Sparkling,91,Austria,Pinot Noir,48
Sparkling,94,US,Champagne Blend,142.5
Sparkling,91,Italy,Prosecco,35.67
Sparkling,95,Austria,Chardonnay,NULL
Sparkling,83,Spain,Sparkling Blend,14.96
Sparkling,86,Australia,Moscato,13
Sparkling,84,South Africa,Sparkling Blend,15.67
Sparkling,89,Italy,Nebbiolo,40
Sparkling,81,Australia,Champagne Blend,11
Sparkling,85,France,Pinot Blanc,NULL
Sparkling,86,US,Muscat,16
Sparkling,82,Spain,Bobal,10
Sparkling,86,France,Chancellor,55
Sparkling,86,Italy,Negroamaro,10
Sparkling,86,US,Syrah,16
Sparkling,88,Spain,Champagne Blend,15.5
Sparkling,85,US,Pinot Grigio,11
Sparkling,86,US,Sparkling Blend,21.34
Sparkling,83,Italy,Champagne Blend,29.67
Sparkling,86,Brazil,Champagne Blend,24.33
Sparkling,88,Italy,Durella,40
Sparkling,83,US,Sparkling Blend,16.3
Sparkling,89,Spain,Trepat,19
Sparkling,84,Italy,Chardonnay,22.5
Sparkling,86,Italy,Lambrusco di Sorbara,14
Sparkling,84,Italy,Champagne Blend,21.5
Sparkling,98,France,Champagne Blend,461.5
Sparkling,80,Peru,Sparkling Blend,15
Sparkling,91,Austria,White Blend,46
Sparkling,87,France,Chenin Blanc,21.44
Sparkling,86,Italy,Sangiovese,NULL
Sparkling,84,US,Champagne Blend,17.9
Sparkling,80,Italy,Champagne Blend,11
Sparkling,88,South Africa,Sparkling Blend,25
Sparkling,88,France,Chardonnay,53.73
Sparkling,80,France,Champagne Blend,40.5
Sparkling,86,South Africa,Sauvignon Blanc,18
Sparkling,84,Germany,Sparkling Blend,16.5
Sparkling,89,France,Petit Meslier,NULL
Sparkling,87,France,Grenache,20
Sparkling,83,Germany,Sparkling Blend,10
Sparkling,84,Germany,White Blend,12
Sparkling,86,Brazil,Sparkling Blend,NULL
Sparkling,90,Austria,Sparkling Blend,33.83
Sparkling,88,Austria,Riesling,31.5
Sparkling,90,US,Chardonnay,38
Sparkling,87,US,Red Blend,25
Sparkling,89,Italy,Pinot Bianco,NULL
Sparkling,86,France,Pinot Blanc,21.43
Sparkling,83,France,Champagne Blend,54.14
