"category","varietal","country","count"
"Rose","Shiraz","US","3"
"Dessert","Muscat Blanc","US","7"
"Sparkling","Johannisberg Riesling","US","1"
"Red","Syrah-Malbec","US","1"
"White","Albariño","US","219"
"White","Zinfandel","US","18"
"Red","Rosé","US","4"
"Dessert","Jacquez","US","1"
"White","Orange Muscat","US","12"
"Red","Tempranillo-Garnacha","US","2"
"White","Symphony","US","5"
"Red","Grenache Gris","US","1"
"Sparkling","Riesling","US","10"
"Dessert","Vidal","US","1"
"Red","Rkatsiteli","US","1"
"White","White Blend","US","1004"
"Rose","Red Blend","US","6"
"Red","Shiraz-Cabernet Sauvignon","US","4"
"White","Valvin Muscat","US","1"
"Rose","Rosato","US","7"
"White","Vignoles","US","17"
"Dessert","Rosé","US","1"
"White","Muscadelle","US","1"
"White","Cayuga","US","3"
"Dessert","Muscat Canelli","US","53"
"White","Barbera","US","3"
"Fortified","Cabernet Sauvignon","US","1"
"White","Pinot Gris-Gewürztraminer","US","1"
"White","Falanghina","US","4"
"White","Petit Manseng","US","18"
"Port/Sherry","Red Blend","US","1"
"Red","Shiraz-Viognier","US","2"
"Rose","Zinfandel","US","77"
"Red","Chenin Blanc","US","1"
"Sparkling","Colombard","US","1"
"White","Viognier","US","1603"
"Red","Cabernet Sauvignon-Syrah","US","123"
"Dessert","Pinotage","US","1"
"White","Sauvignon Gris","US","3"
"Red","Zweigelt","US","9"
"White","Blanc du Bois","US","3"
"Port/Sherry","Sparkling Blend","US","1"
"Rose","Tempranillo","US","10"
"White","Clairette","US","3"
"Port/Sherry","Port","US","72"
"Dessert","Tempranillo","US","2"
"Red","Cabernet-Shiraz","US","1"
"Red","Nero d'Avola","US","6"
"White","Blaufränkisch","US","1"
"Red","Touriga Nacional","US","22"
"White","Picpoul","US","15"
"Rose","Blaufränkisch","US","1"
"Sparkling","Valvin Muscat","US","1"
"Sparkling","Sauvignon Blanc","US","3"
"Red","Cabernet Pfeffer","US","3"
"Sparkling","Albariño","US","1"
"Dessert","Muscat Blanc à Petits Grains","US","1"
"White","Chardonnay-Sauvignon","US","2"
"Rose","Petit Verdot","US","1"
"Red","Blaufränkisch","US","19"
"Red","Syrah-Mourvèdre","US","13"
"White","Malvasia","US","1"
"White","Petite Sirah","US","5"
"Red","Syrah-Cabernet Sauvignon","US","38"
"White","Madeleine Angevine","US","2"
"Red","Marsanne-Roussanne","US","2"
"Port/Sherry","Touriga Nacional","US","1"
"White","Riesling-Muscat","US","2"
"White","Traminette","US","17"
"Red","Cabernet Sauvignon-Malbec","US","8"
"White","Müller-Thurgau","US","17"
"Red","Malbec-Tannat","US","1"
"Red","Grenache-Syrah","US","46"
"Dessert","Symphony","US","3"
"Red","Souzao","US","2"
"White","Muscat","US","25"
"Red","Sagrantino","US","6"
"White","Folle Blanche","US","2"
"Red","Merlot-Cabernet Franc","US","31"
"White","Muscadine","US","1"
"Red","Merlot-Syrah","US","4"
"Fortified","Seyval Blanc","US","2"
"White","Roussanne-Grenache Blanc","US","1"
"White","Sauvignon Musqué","US","2"
"White","Diamond","US","1"
"Dessert","Chardonnay","US","36"
"Dessert","White Port","US","1"
"White","Meritage","US","9"
"Sparkling","Seyval Blanc","US","3"
"Dessert","Scheurebe","US","5"
"Red","Chelois","US","2"
"Rose","Pinot Noir","US","372"
"White","Tocai Friulano","US","22"
"White","Chenin Blanc-Viognier","US","15"
"Red","Cabernet Franc","US","1677"
"White","Claret","US","1"
"Red","Syrah-Petit Verdot","US","1"
"Red","Port","US","3"
"Red","Petit Verdot","US","372"
"White","Picpoul Blanc","US","3"
"White","Viognier-Chardonnay","US","2"
"Rose","Champagne Blend","US","1"
"Sparkling","Pinot Grigio","US","2"
"Red","Mondeuse","US","3"
"Red","Riesling","US","3"
"White","Greco","US","1"
"White","Marsanne-Roussanne","US","26"
"Red","Dolcetto","US","99"
"Red","Tempranillo Blend","US","10"
"Dessert","Muscat Hamburg","US","2"
"White","Grenache Noir","US","1"
"White","Traminer","US","5"
"Dessert","Black Muscat","US","16"
"Sparkling","Champagne Blend","US","334"
"Red","Tempranillo-Cabernet Sauvignon","US","7"
"Red","Black Muscat","US","1"
"White","Verdelho","US","45"
"Port/Sherry","Syrah","US","6"
"White","Rosé","US","2"
"Rose","Bordeaux-style Red Blend","US","2"
"White","Chardonnay-Pinot Blanc","US","1"
"Red","Grenache-Carignan","US","4"
"Rose","White Blend","US","2"
"White","Chenin Blanc","US","249"
"Red","Cabernet Franc-Lemberger","US","2"
"Red","Zinfandel","US","5969"
"Red","Merlot-Cabernet Sauvignon","US","47"
"Port/Sherry","Chardonnay","US","2"
"White","Rkatsiteli","US","13"
"Dessert","Sauvignon Blanc-Semillon","US","5"
"Red","Ranchita Canyon","US","1"
"White","Cabernet Sauvignon","US","40"
"Red","Chancellor","US","2"
"Red","Chardonnay","US","59"
"Red","Roussanne-Viognier","US","1"
"Rose","Black Muscat","US","1"
"Red","Petite Syrah","US","1"
"Rose","Merlot","US","31"
"Sparkling","Moscato","US","13"
"White","Moscato","US","73"
"Red","Malbec-Merlot","US","5"
"Red","Cabernet","US","5"
"Sparkling","Merlot","US","3"
"Dessert","Madeira Blend","US","1"
"White","Roussanne","US","263"
"Sparkling","White Blend","US","4"
"Red","Grenache-Mourvèdre","US","3"
"White","Trebbiano","US","3"
"Red","Cabernet Sauvignon-Barbera","US","2"
"Rose","Barbera","US","4"
"White","Bordeaux-style Red Blend","US","7"
"White","Rhône-style White Blend","US","408"
"Rose","Malbec","US","15"
"Red","Teroldego","US","24"
"Sparkling","Prosecco","US","1"
"Dessert","Sauvignon Blanc","US","35"
"White","Grenache Blanc","US","182"
"Rose","Cinsault","US","2"
"Dessert","Muscat d'Alexandrie","US","1"
"Sparkling","Orange Muscat","US","1"
"Rose","Pinot Gris","US","12"
"Sparkling","Pinot Blanc","US","4"
"Red","Refosco","US","1"
"Red","Pinot Blanc","US","1"
"Dessert","White Riesling","US","7"
"White","Viognier-Pinot Gris","US","1"
"Red","Cabernet Franc-Merlot","US","24"
"White","Semillon-Chardonnay","US","10"
"Rose","Grenache Blanc","US","1"
"Red","Cabernet Merlot","US","15"
"Rose","Viognier","US","1"
"Red","Cabernet Sauvignon-Tempranillo","US","1"
"Red","Syrah-Tempranillo","US","7"
"White","Morio Muskat","US","2"
"White","Muscat Ottonel","US","1"
"White","Vermentino","US","74"
"Red","Aglianico","US","25"
"White","Melon","US","3"
"Dessert","Blaufränkisch","US","1"
"White","Angevine","US","4"
"Dessert","Bordeaux-style Red Blend","US","2"
"Red","Grenache Blend","US","3"
"Dessert","Port","US","73"
"Red","Syrah-Cabernet","US","24"
"Fortified","Jacquez","US","4"
"Red","Merlot-Malbec","US","2"
"Rose","Chambourcin","US","2"
"Red","White Blend","US","7"
"Red","Touriga Franca","US","3"
"Red","Bordeaux-style Red Blend","US","3129"
"Dessert","Semillon-Sauvignon Blanc","US","17"
"Dessert","Orange Muscat","US","33"
"White","Pinot Grigio-Chardonnay","US","1"
"Dessert","Tocai Friulano","US","1"
"White","Sémillon","US","194"
"Red","Mataro","US","6"
"Rose","Chardonnay","US","5"
"Dessert","Pinot Grigio","US","1"
"Sparkling","Traminette","US","1"
"Red","G-S-M","US","217"
"Port/Sherry","Bordeaux-style Red Blend","US","1"
"White","Grenache","US","8"
"Dessert","Aleatico","US","1"
"Red","Mourvèdre","US","348"
"White","Colombard","US","13"
"White","Vidal Blanc","US","24"
"Rose","Dolcetto","US","1"
"Red","Freisa","US","1"
"Sparkling","Grüner Veltliner","US","2"
"Sparkling","Freisa","US","1"
"Dessert","Touriga Nacional Blend","US","1"
"Fortified","Tannat","US","1"
"Red","Rhône-style White Blend","US","1"
"Red","Abouriou","US","1"
"White","Gewürztraminer","US","727"
"Red","Grenache-Shiraz","US","1"
"White","Moscato Giallo","US","2"
"Red","Lemberger","US","59"
"Rose","Primitivo","US","1"
"Dessert","Rhône-style White Blend","US","2"
"Port/Sherry","Black Muscat","US","3"
"White","Viognier-Roussanne","US","15"
"Rose","Petite Sirah","US","4"
"Red","Syrah-Cabernet Franc","US","4"
"Dessert","Cabernet Sauvignon-Syrah","US","2"
"White","Riesling","US","2639"
"Red","Tannat-Malbec","US","1"
"Red","Cinsault","US","45"
"Fortified","Syrah","US","2"
"Dessert","Syrah","US","9"
"Port/Sherry","Sherry","US","4"
"White","Pinot Blanc","US","393"
"Red","Gamay Noir","US","31"
"Red","Alicante Bouschet","US","14"
"White","Ehrenfelser","US","1"
"Rose","Rhône-style Red Blend","US","9"
"Sparkling","Pinot Noir","US","58"
"White","Pinot Gris","US","1526"
"Red","Cabernet Sauvignon-Mourvèdre","US","1"
"Dessert","Zinfandel","US","43"
"Dessert","Sauvignon","US","1"
"Red","Claret","US","56"
"White","Edelzwicker","US","4"
"Red","Grignolino","US","1"
"White","Melon de Bourgogne","US","3"
"White","Chardonnay-Semillon","US","5"
"White","Silvaner","US","1"
"Dessert","Malvasia Bianca","US","2"
"Fortified","Pinot Gris","US","1"
"Red","Sauvignon Blanc","US","19"
"Red","Marquette","US","8"
"White","Semillon-Sauvignon Blanc","US","50"
"Rose","Pinotage","US","1"
"Red","Pinot Grigio","US","2"
"Dessert","Johannisberg Riesling","US","3"
"White","Red Blend","US","10"
"Red","Sangiovese Cabernet","US","3"
"Red","Syrah-Grenache","US","54"
"Port/Sherry","Petit Verdot","US","1"
"Sparkling","Syrah","US","6"
"White","Cabernet Franc","US","2"
"White","Flora","US","1"
"White","Sangiovese","US","1"
"Red","Chambourcin","US","18"
"Red","Pinot Auxerrois","US","1"
"White","Bordeaux-style White Blend","US","68"
"White","Gewürztraminer-Riesling","US","2"
"Red","Cabernet Franc-Cabernet Sauvignon","US","2"
"White","Sauvignon Blanc-Semillon","US","52"
"Red","Trousseau","US","3"
"Red","Sangiovese-Syrah","US","6"
"Sparkling","Muscat","US","10"
"White","Marsanne","US","81"
"Dessert","Sherry","US","1"
"Red","Cabernet Franc-Malbec","US","1"
"Dessert","Touriga Nacional","US","2"
"Red","Tempranillo-Malbec","US","1"
"Red","Malbec-Syrah","US","3"
"Dessert","Viognier","US","50"
"Red","Cabernet Sauvignon-Shiraz","US","6"
"Dessert","Debit","US","1"
"White","Pinot Blanc-Viognier","US","1"
"Rose","Rosado","US","1"
"Red","Alvarelhão","US","3"
"Red","Gamay","US","10"
"Red","Barbera","US","429"
"Red","Viognier-Marsanne","US","1"
"Sparkling","Verdejo","US","1"
"White","Fiano","US","12"
"White","Malvasia Bianca","US","34"
"Rose","Pinot Blanc-Pinot Noir","US","1"
"White","Pinot Noir","US","81"
"Red","Carmenère","US","72"
"White","Sauvignon Blanc-Sauvignon Gris","US","1"
"Red","Merlot-Cabernet","US","9"
"Red","Rhône-style Red Blend","US","1137"
"Red","Nebbiolo","US","86"
"Rose","Cabernet Blend","US","1"
"White","Aligoté","US","13"
"Red","Valdiguié","US","7"
"Dessert","Vermentino","US","2"
"Port/Sherry","Roussanne","US","1"
"Rose","Syrah","US","95"
"Red","Tannat-Syrah","US","1"
"Dessert","Pinot Gris","US","12"
"White","Pinot Grigio-Sauvignon Blanc","US","1"
"Red","Baco Noir","US","18"
"White","Alvarinho","US","1"
"Dessert","Black Monukka","US","2"
"Red","Malbec","US","830"
"White","Cortese","US","6"
"Rose","Sangiovese","US","74"
"White","Viognier-Valdiguié","US","2"
"Sparkling","Teroldego","US","1"
"Red","Aligoté","US","1"
"Rose","Sparkling Blend","US","1"
"Red","$12 ","US","1"
"Red","Grenache Noir","US","5"
"Dessert","Mission","US","3"
"Red","Primitivo","US","163"
"White","Piquepoul Blanc","US","2"
"Red","Garnacha Blanca","US","2"
"Rose","Carignane","US","1"
"Sparkling","Sparkling Blend","US","1222"
"Dessert","Riesling-Chardonnay","US","1"
"Red","Pinot Noir-Syrah","US","2"
"Red","Pinot Gris","US","3"
"White","Sparkling Blend","US","5"
"Dessert","Norton","US","1"
"Dessert","Sauvignon Musqué","US","1"
"Rose","Alicante Bouschet","US","1"
"Red","Cabernet-Syrah","US","11"
"Red","Barbera-Nebbiolo","US","1"
"Red","Charbono","US","51"
"Rose","Tannat","US","6"
"Red","Roussanne","US","3"
"White","Vidal","US","1"
"Rose","Pinot Grigio","US","6"
"Red","Tempranillo-Syrah","US","2"
"Red","Syrah-Viognier","US","14"
"Rose","Grenache","US","71"
"Red","Tinta Amarela","US","2"
"Red","Champagne Blend","US","1"
"Sparkling","Cabernet Franc","US","1"
"Sparkling","Gewürztraminer","US","1"
"Red","Pinot Nero","US","2"
"White","Chardonnay-Albariño","US","4"
"Red","Pinot Meunier","US","38"
"White","Sauvignon Blanc-Chenin Blanc","US","2"
"Red","Shiraz","US","187"
"White","Chardonnay-Riesling","US","1"
"Dessert","Muscat","US","25"
"Red","Torrontés","US","1"
"Rose","Cabernet Sauvignon","US","24"
"White","Vernaccia","US","1"
"Red","Syrah-Petite Sirah","US","29"
"Sparkling","Müller-Thurgau","US","2"
"White","Ribolla Gialla","US","1"
"Red","Sangiovese","US","879"
"Sparkling","Malbec","US","1"
"White","Garnacha Blanca","US","1"
"White","Chardonel","US","1"
"White","Torrontés","US","8"
"Red","Gewürztraminer","US","3"
"White","Muskat Ottonel","US","5"
"Dessert","Chambourcin","US","1"
"Port/Sherry","Pinotage","US","1"
"Red","Carignane","US","54"
"Dessert","Riesling","US","160"
"White","Dolcetto","US","1"
"Red","Red Blend","US","5099"
"White","Chardonnay-Pinot Gris","US","1"
"Red","Sangiovese-Cabernet Sauvignon","US","8"
"Dessert","Cabernet Sauvignon","US","8"
"Sparkling","Pinot-Chardonnay","US","2"
"White","Tocai","US","3"
"Dessert","Red Blend","US","43"
"Dessert","Verdelho","US","1"
"Red","Garnacha","US","27"
"Red","Cabernet Sauvignon-Merlot","US","103"
"Red","Merlot-Petite Verdot","US","1"
"Sparkling","Chenin Blanc","US","1"
"Dessert","Sémillon","US","23"
"Dessert","White Blend","US","63"
"Rose","Cabernet Franc","US","40"
"Port/Sherry","Cabernet Sauvignon","US","5"
"White","Siegerrebe","US","3"
"Dessert","Chenin Blanc","US","17"
"White","Cabernet Blend","US","2"
"Rose","Moscato","US","4"
"Dessert","Cabernet Blend","US","1"
"White","Grenache Blend","US","1"
"Dessert","Petit Manseng","US","5"
"Dessert","Roussanne","US","6"
"White","Merlot","US","17"
"Dessert","Merlot","US","2"
"Dessert","Muscadine","US","1"
"Dessert","Blanc du Bois","US","1"
"Sparkling","Cabernet Sauvignon","US","2"
"Port/Sherry","Cabernet Franc","US","1"
"Sparkling","Zinfandel","US","3"
"White","Marsanne-Viognier","US","4"
"White","Kerner","US","2"
"Red","Lagrein","US","13"
"Fortified","Petite Sirah","US","1"
"Fortified","Red Blend","US","6"
"Rose","Gamay Noir","US","1"
"Red","Saperavi","US","4"
"Red","Counoise","US","22"
"Red","Monastrell","US","10"
"White","Arneis","US","29"
"White","Viognier","US-France","1"
"Red","Pinot Noir",NULL,"1"
"Red","Cabernet Sauvignon",NULL,"3"
"Red","Red Blend",NULL,"1"
"Red","Merlot",NULL,"2"
"White","Riesling",NULL,"1"
"Red","Shiraz",NULL,"1"
"White","White Blend",NULL,"1"
"Rose","Rosé",NULL,"1"
"White","Chardonnay",NULL,"3"
"Red","Vranac",NULL,"1"
